seed_id,dataset,family,query,compound,entity,entity_type,template
disorder_02848,disorder,pair_core,LSA Headache disorders randomized placebo,LSA,Headache disorders,indication,{compound} {entity} randomized placebo
disorder_02849,disorder,pair_core,LSA Headache disorders treatment outcome,LSA,Headache disorders,indication,{compound} {entity} treatment outcome
disorder_02850,disorder,pair_core,LSA Migraine clinical trial,LSA,Migraine,indication,{compound} {entity} clinical trial
disorder_02851,disorder,pair_core,LSA Migraine randomized placebo,LSA,Migraine,indication,{compound} {entity} randomized placebo
disorder_02852,disorder,pair_core,LSA Migraine treatment outcome,LSA,Migraine,indication,{compound} {entity} treatment outcome
disorder_02853,disorder,pair_core,LSA Chronic pain clinical trial,LSA,Chronic pain,indication,{compound} {entity} clinical trial
disorder_02854,disorder,pair_core,LSA Chronic pain randomized placebo,LSA,Chronic pain,indication,{compound} {entity} randomized placebo
disorder_02855,disorder,pair_core,LSA Chronic pain treatment outcome,LSA,Chronic pain,indication,{compound} {entity} treatment outcome
disorder_02856,disorder,pair_core,LSA Fibromyalgia clinical trial,LSA,Fibromyalgia,indication,{compound} {entity} clinical trial
disorder_02857,disorder,pair_core,LSA Fibromyalgia randomized placebo,LSA,Fibromyalgia,indication,{compound} {entity} randomized placebo
disorder_02858,disorder,pair_core,LSA Fibromyalgia treatment outcome,LSA,Fibromyalgia,indication,{compound} {entity} treatment outcome
disorder_02859,disorder,pair_core,AL-LAD Treatment-resistant depression clinical trial,AL-LAD,Treatment-resistant depression,indication,{compound} {entity} clinical trial
disorder_02860,disorder,pair_core,AL-LAD Treatment-resistant depression randomized placebo,AL-LAD,Treatment-resistant depression,indication,{compound} {entity} randomized placebo
disorder_02861,disorder,pair_core,AL-LAD Treatment-resistant depression treatment outcome,AL-LAD,Treatment-resistant depression,indication,{compound} {entity} treatment outcome
disorder_02862,disorder,pair_core,AL-LAD Major depressive disorder clinical trial,AL-LAD,Major depressive disorder,indication,{compound} {entity} clinical trial
disorder_02863,disorder,pair_core,AL-LAD Major depressive disorder randomized placebo,AL-LAD,Major depressive disorder,indication,{compound} {entity} randomized placebo
disorder_02864,disorder,pair_core,AL-LAD Major depressive disorder treatment outcome,AL-LAD,Major depressive disorder,indication,{compound} {entity} treatment outcome
disorder_02865,disorder,pair_core,AL-LAD Bipolar depression clinical trial,AL-LAD,Bipolar depression,indication,{compound} {entity} clinical trial
disorder_02866,disorder,pair_core,AL-LAD Bipolar depression randomized placebo,AL-LAD,Bipolar depression,indication,{compound} {entity} randomized placebo
disorder_02867,disorder,pair_core,AL-LAD Bipolar depression treatment outcome,AL-LAD,Bipolar depression,indication,{compound} {entity} treatment outcome
disorder_02868,disorder,pair_core,AL-LAD Persistent depressive disorder clinical trial,AL-LAD,Persistent depressive disorder,indication,{compound} {entity} clinical trial
disorder_02869,disorder,pair_core,AL-LAD Persistent depressive disorder randomized placebo,AL-LAD,Persistent depressive disorder,indication,{compound} {entity} randomized placebo
disorder_02870,disorder,pair_core,AL-LAD Persistent depressive disorder treatment outcome,AL-LAD,Persistent depressive disorder,indication,{compound} {entity} treatment outcome
disorder_02871,disorder,pair_core,AL-LAD Post-traumatic stress disorder clinical trial,AL-LAD,Post-traumatic stress disorder,indication,{compound} {entity} clinical trial
disorder_02872,disorder,pair_core,AL-LAD Post-traumatic stress disorder randomized placebo,AL-LAD,Post-traumatic stress disorder,indication,{compound} {entity} randomized placebo
disorder_02873,disorder,pair_core,AL-LAD Post-traumatic stress disorder treatment outcome,AL-LAD,Post-traumatic stress disorder,indication,{compound} {entity} treatment outcome
disorder_02874,disorder,pair_core,AL-LAD Complex post-traumatic stress disorder clinical trial,AL-LAD,Complex post-traumatic stress disorder,indication,{compound} {entity} clinical trial
disorder_02875,disorder,pair_core,AL-LAD Complex post-traumatic stress disorder randomized placebo,AL-LAD,Complex post-traumatic stress disorder,indication,{compound} {entity} randomized placebo
disorder_02876,disorder,pair_core,AL-LAD Complex post-traumatic stress disorder treatment outcome,AL-LAD,Complex post-traumatic stress disorder,indication,{compound} {entity} treatment outcome
disorder_02877,disorder,pair_core,AL-LAD Alcohol use disorder clinical trial,AL-LAD,Alcohol use disorder,indication,{compound} {entity} clinical trial
disorder_02878,disorder,pair_core,AL-LAD Alcohol use disorder randomized placebo,AL-LAD,Alcohol use disorder,indication,{compound} {entity} randomized placebo
disorder_02879,disorder,pair_core,AL-LAD Alcohol use disorder treatment outcome,AL-LAD,Alcohol use disorder,indication,{compound} {entity} treatment outcome
disorder_02880,disorder,pair_core,AL-LAD Tobacco use disorder clinical trial,AL-LAD,Tobacco use disorder,indication,{compound} {entity} clinical trial
disorder_02881,disorder,pair_core,AL-LAD Tobacco use disorder randomized placebo,AL-LAD,Tobacco use disorder,indication,{compound} {entity} randomized placebo
disorder_02882,disorder,pair_core,AL-LAD Tobacco use disorder treatment outcome,AL-LAD,Tobacco use disorder,indication,{compound} {entity} treatment outcome
disorder_02883,disorder,pair_core,AL-LAD Nicotine dependence clinical trial,AL-LAD,Nicotine dependence,indication,{compound} {entity} clinical trial
disorder_02884,disorder,pair_core,AL-LAD Nicotine dependence randomized placebo,AL-LAD,Nicotine dependence,indication,{compound} {entity} randomized placebo
disorder_02885,disorder,pair_core,AL-LAD Nicotine dependence treatment outcome,AL-LAD,Nicotine dependence,indication,{compound} {entity} treatment outcome
disorder_02886,disorder,pair_core,AL-LAD Opioid use disorder clinical trial,AL-LAD,Opioid use disorder,indication,{compound} {entity} clinical trial
disorder_02887,disorder,pair_core,AL-LAD Opioid use disorder randomized placebo,AL-LAD,Opioid use disorder,indication,{compound} {entity} randomized placebo
disorder_02888,disorder,pair_core,AL-LAD Opioid use disorder treatment outcome,AL-LAD,Opioid use disorder,indication,{compound} {entity} treatment outcome
disorder_02889,disorder,pair_core,AL-LAD Cannabis use disorder clinical trial,AL-LAD,Cannabis use disorder,indication,{compound} {entity} clinical trial
disorder_02890,disorder,pair_core,AL-LAD Cannabis use disorder randomized placebo,AL-LAD,Cannabis use disorder,indication,{compound} {entity} randomized placebo
disorder_02891,disorder,pair_core,AL-LAD Cannabis use disorder treatment outcome,AL-LAD,Cannabis use disorder,indication,{compound} {entity} treatment outcome
disorder_02892,disorder,pair_core,AL-LAD Cocaine use disorder clinical trial,AL-LAD,Cocaine use disorder,indication,{compound} {entity} clinical trial
disorder_02893,disorder,pair_core,AL-LAD Cocaine use disorder randomized placebo,AL-LAD,Cocaine use disorder,indication,{compound} {entity} randomized placebo
disorder_02894,disorder,pair_core,AL-LAD Cocaine use disorder treatment outcome,AL-LAD,Cocaine use disorder,indication,{compound} {entity} treatment outcome
disorder_02895,disorder,pair_core,AL-LAD Methamphetamine use disorder clinical trial,AL-LAD,Methamphetamine use disorder,indication,{compound} {entity} clinical trial
disorder_02896,disorder,pair_core,AL-LAD Methamphetamine use disorder randomized placebo,AL-LAD,Methamphetamine use disorder,indication,{compound} {entity} randomized placebo
disorder_02897,disorder,pair_core,AL-LAD Methamphetamine use disorder treatment outcome,AL-LAD,Methamphetamine use disorder,indication,{compound} {entity} treatment outcome
disorder_02898,disorder,pair_core,AL-LAD Stimulant use disorder clinical trial,AL-LAD,Stimulant use disorder,indication,{compound} {entity} clinical trial
disorder_02899,disorder,pair_core,AL-LAD Stimulant use disorder randomized placebo,AL-LAD,Stimulant use disorder,indication,{compound} {entity} randomized placebo
disorder_02900,disorder,pair_core,AL-LAD Stimulant use disorder treatment outcome,AL-LAD,Stimulant use disorder,indication,{compound} {entity} treatment outcome
disorder_02901,disorder,pair_core,AL-LAD Substance use disorder clinical trial,AL-LAD,Substance use disorder,indication,{compound} {entity} clinical trial
disorder_02902,disorder,pair_core,AL-LAD Substance use disorder randomized placebo,AL-LAD,Substance use disorder,indication,{compound} {entity} randomized placebo
disorder_02903,disorder,pair_core,AL-LAD Substance use disorder treatment outcome,AL-LAD,Substance use disorder,indication,{compound} {entity} treatment outcome
disorder_02904,disorder,pair_core,AL-LAD Generalized anxiety disorder clinical trial,AL-LAD,Generalized anxiety disorder,indication,{compound} {entity} clinical trial
disorder_02905,disorder,pair_core,AL-LAD Generalized anxiety disorder randomized placebo,AL-LAD,Generalized anxiety disorder,indication,{compound} {entity} randomized placebo
disorder_02906,disorder,pair_core,AL-LAD Generalized anxiety disorder treatment outcome,AL-LAD,Generalized anxiety disorder,indication,{compound} {entity} treatment outcome
disorder_02907,disorder,pair_core,AL-LAD Social anxiety disorder clinical trial,AL-LAD,Social anxiety disorder,indication,{compound} {entity} clinical trial
disorder_02908,disorder,pair_core,AL-LAD Social anxiety disorder randomized placebo,AL-LAD,Social anxiety disorder,indication,{compound} {entity} randomized placebo
disorder_02909,disorder,pair_core,AL-LAD Social anxiety disorder treatment outcome,AL-LAD,Social anxiety disorder,indication,{compound} {entity} treatment outcome
disorder_02910,disorder,pair_core,AL-LAD Distress associated with life-threatening disease clinical trial,AL-LAD,Distress associated with life-threatening disease,indication,{compound} {entity} clinical trial
disorder_02911,disorder,pair_core,AL-LAD Distress associated with life-threatening disease randomized placebo,AL-LAD,Distress associated with life-threatening disease,indication,{compound} {entity} randomized placebo
disorder_02912,disorder,pair_core,AL-LAD Distress associated with life-threatening disease treatment outcome,AL-LAD,Distress associated with life-threatening disease,indication,{compound} {entity} treatment outcome
disorder_02913,disorder,pair_core,AL-LAD Obsessive-compulsive disorder clinical trial,AL-LAD,Obsessive-compulsive disorder,indication,{compound} {entity} clinical trial
disorder_02914,disorder,pair_core,AL-LAD Obsessive-compulsive disorder randomized placebo,AL-LAD,Obsessive-compulsive disorder,indication,{compound} {entity} randomized placebo
disorder_02915,disorder,pair_core,AL-LAD Obsessive-compulsive disorder treatment outcome,AL-LAD,Obsessive-compulsive disorder,indication,{compound} {entity} treatment outcome
disorder_02916,disorder,pair_core,AL-LAD Eating disorders clinical trial,AL-LAD,Eating disorders,indication,{compound} {entity} clinical trial
disorder_02917,disorder,pair_core,AL-LAD Eating disorders randomized placebo,AL-LAD,Eating disorders,indication,{compound} {entity} randomized placebo
disorder_02918,disorder,pair_core,AL-LAD Eating disorders treatment outcome,AL-LAD,Eating disorders,indication,{compound} {entity} treatment outcome
disorder_02919,disorder,pair_core,AL-LAD Anorexia nervosa clinical trial,AL-LAD,Anorexia nervosa,indication,{compound} {entity} clinical trial
disorder_02920,disorder,pair_core,AL-LAD Anorexia nervosa randomized placebo,AL-LAD,Anorexia nervosa,indication,{compound} {entity} randomized placebo
disorder_02921,disorder,pair_core,AL-LAD Anorexia nervosa treatment outcome,AL-LAD,Anorexia nervosa,indication,{compound} {entity} treatment outcome
disorder_02922,disorder,pair_core,AL-LAD Bulimia nervosa clinical trial,AL-LAD,Bulimia nervosa,indication,{compound} {entity} clinical trial
disorder_02923,disorder,pair_core,AL-LAD Bulimia nervosa randomized placebo,AL-LAD,Bulimia nervosa,indication,{compound} {entity} randomized placebo
disorder_02924,disorder,pair_core,AL-LAD Bulimia nervosa treatment outcome,AL-LAD,Bulimia nervosa,indication,{compound} {entity} treatment outcome
disorder_02925,disorder,pair_core,AL-LAD Binge-eating disorder clinical trial,AL-LAD,Binge-eating disorder,indication,{compound} {entity} clinical trial
disorder_02926,disorder,pair_core,AL-LAD Binge-eating disorder randomized placebo,AL-LAD,Binge-eating disorder,indication,{compound} {entity} randomized placebo
disorder_02927,disorder,pair_core,AL-LAD Binge-eating disorder treatment outcome,AL-LAD,Binge-eating disorder,indication,{compound} {entity} treatment outcome
disorder_02928,disorder,pair_core,AL-LAD Autism spectrum disorder clinical trial,AL-LAD,Autism spectrum disorder,indication,{compound} {entity} clinical trial
disorder_02929,disorder,pair_core,AL-LAD Autism spectrum disorder randomized placebo,AL-LAD,Autism spectrum disorder,indication,{compound} {entity} randomized placebo
disorder_02930,disorder,pair_core,AL-LAD Autism spectrum disorder treatment outcome,AL-LAD,Autism spectrum disorder,indication,{compound} {entity} treatment outcome
disorder_02931,disorder,pair_core,AL-LAD Demoralization clinical trial,AL-LAD,Demoralization,indication,{compound} {entity} clinical trial
disorder_02932,disorder,pair_core,AL-LAD Demoralization randomized placebo,AL-LAD,Demoralization,indication,{compound} {entity} randomized placebo
disorder_02933,disorder,pair_core,AL-LAD Demoralization treatment outcome,AL-LAD,Demoralization,indication,{compound} {entity} treatment outcome
disorder_02934,disorder,pair_core,AL-LAD Suicidal ideation clinical trial,AL-LAD,Suicidal ideation,indication,{compound} {entity} clinical trial
disorder_02935,disorder,pair_core,AL-LAD Suicidal ideation randomized placebo,AL-LAD,Suicidal ideation,indication,{compound} {entity} randomized placebo
disorder_02936,disorder,pair_core,AL-LAD Suicidal ideation treatment outcome,AL-LAD,Suicidal ideation,indication,{compound} {entity} treatment outcome
disorder_02937,disorder,pair_core,AL-LAD Cluster headache clinical trial,AL-LAD,Cluster headache,indication,{compound} {entity} clinical trial
disorder_02938,disorder,pair_core,AL-LAD Cluster headache randomized placebo,AL-LAD,Cluster headache,indication,{compound} {entity} randomized placebo
disorder_02939,disorder,pair_core,AL-LAD Cluster headache treatment outcome,AL-LAD,Cluster headache,indication,{compound} {entity} treatment outcome
disorder_02940,disorder,pair_core,AL-LAD Headache disorders clinical trial,AL-LAD,Headache disorders,indication,{compound} {entity} clinical trial
disorder_02941,disorder,pair_core,AL-LAD Headache disorders randomized placebo,AL-LAD,Headache disorders,indication,{compound} {entity} randomized placebo
disorder_02942,disorder,pair_core,AL-LAD Headache disorders treatment outcome,AL-LAD,Headache disorders,indication,{compound} {entity} treatment outcome
disorder_02943,disorder,pair_core,AL-LAD Migraine clinical trial,AL-LAD,Migraine,indication,{compound} {entity} clinical trial
disorder_02944,disorder,pair_core,AL-LAD Migraine randomized placebo,AL-LAD,Migraine,indication,{compound} {entity} randomized placebo
disorder_02945,disorder,pair_core,AL-LAD Migraine treatment outcome,AL-LAD,Migraine,indication,{compound} {entity} treatment outcome
disorder_02946,disorder,pair_core,AL-LAD Chronic pain clinical trial,AL-LAD,Chronic pain,indication,{compound} {entity} clinical trial
disorder_02947,disorder,pair_core,AL-LAD Chronic pain randomized placebo,AL-LAD,Chronic pain,indication,{compound} {entity} randomized placebo
disorder_02948,disorder,pair_core,AL-LAD Chronic pain treatment outcome,AL-LAD,Chronic pain,indication,{compound} {entity} treatment outcome
disorder_02949,disorder,pair_core,AL-LAD Fibromyalgia clinical trial,AL-LAD,Fibromyalgia,indication,{compound} {entity} clinical trial
disorder_02950,disorder,pair_core,AL-LAD Fibromyalgia randomized placebo,AL-LAD,Fibromyalgia,indication,{compound} {entity} randomized placebo
disorder_02951,disorder,pair_core,AL-LAD Fibromyalgia treatment outcome,AL-LAD,Fibromyalgia,indication,{compound} {entity} treatment outcome
disorder_02952,disorder,pair_core,ETH-LAD Treatment-resistant depression clinical trial,ETH-LAD,Treatment-resistant depression,indication,{compound} {entity} clinical trial
disorder_02953,disorder,pair_core,ETH-LAD Treatment-resistant depression randomized placebo,ETH-LAD,Treatment-resistant depression,indication,{compound} {entity} randomized placebo
disorder_02954,disorder,pair_core,ETH-LAD Treatment-resistant depression treatment outcome,ETH-LAD,Treatment-resistant depression,indication,{compound} {entity} treatment outcome
disorder_02955,disorder,pair_core,ETH-LAD Major depressive disorder clinical trial,ETH-LAD,Major depressive disorder,indication,{compound} {entity} clinical trial
disorder_02956,disorder,pair_core,ETH-LAD Major depressive disorder randomized placebo,ETH-LAD,Major depressive disorder,indication,{compound} {entity} randomized placebo
disorder_02957,disorder,pair_core,ETH-LAD Major depressive disorder treatment outcome,ETH-LAD,Major depressive disorder,indication,{compound} {entity} treatment outcome
disorder_02958,disorder,pair_core,ETH-LAD Bipolar depression clinical trial,ETH-LAD,Bipolar depression,indication,{compound} {entity} clinical trial
disorder_02959,disorder,pair_core,ETH-LAD Bipolar depression randomized placebo,ETH-LAD,Bipolar depression,indication,{compound} {entity} randomized placebo
disorder_02960,disorder,pair_core,ETH-LAD Bipolar depression treatment outcome,ETH-LAD,Bipolar depression,indication,{compound} {entity} treatment outcome
disorder_02961,disorder,pair_core,ETH-LAD Persistent depressive disorder clinical trial,ETH-LAD,Persistent depressive disorder,indication,{compound} {entity} clinical trial
disorder_02962,disorder,pair_core,ETH-LAD Persistent depressive disorder randomized placebo,ETH-LAD,Persistent depressive disorder,indication,{compound} {entity} randomized placebo
disorder_02963,disorder,pair_core,ETH-LAD Persistent depressive disorder treatment outcome,ETH-LAD,Persistent depressive disorder,indication,{compound} {entity} treatment outcome
disorder_02964,disorder,pair_core,ETH-LAD Post-traumatic stress disorder clinical trial,ETH-LAD,Post-traumatic stress disorder,indication,{compound} {entity} clinical trial
disorder_02965,disorder,pair_core,ETH-LAD Post-traumatic stress disorder randomized placebo,ETH-LAD,Post-traumatic stress disorder,indication,{compound} {entity} randomized placebo
disorder_02966,disorder,pair_core,ETH-LAD Post-traumatic stress disorder treatment outcome,ETH-LAD,Post-traumatic stress disorder,indication,{compound} {entity} treatment outcome
disorder_02967,disorder,pair_core,ETH-LAD Complex post-traumatic stress disorder clinical trial,ETH-LAD,Complex post-traumatic stress disorder,indication,{compound} {entity} clinical trial
disorder_02968,disorder,pair_core,ETH-LAD Complex post-traumatic stress disorder randomized placebo,ETH-LAD,Complex post-traumatic stress disorder,indication,{compound} {entity} randomized placebo
disorder_02969,disorder,pair_core,ETH-LAD Complex post-traumatic stress disorder treatment outcome,ETH-LAD,Complex post-traumatic stress disorder,indication,{compound} {entity} treatment outcome
disorder_02970,disorder,pair_core,ETH-LAD Alcohol use disorder clinical trial,ETH-LAD,Alcohol use disorder,indication,{compound} {entity} clinical trial
disorder_02971,disorder,pair_core,ETH-LAD Alcohol use disorder randomized placebo,ETH-LAD,Alcohol use disorder,indication,{compound} {entity} randomized placebo
disorder_02972,disorder,pair_core,ETH-LAD Alcohol use disorder treatment outcome,ETH-LAD,Alcohol use disorder,indication,{compound} {entity} treatment outcome
disorder_02973,disorder,pair_core,ETH-LAD Tobacco use disorder clinical trial,ETH-LAD,Tobacco use disorder,indication,{compound} {entity} clinical trial
disorder_02974,disorder,pair_core,ETH-LAD Tobacco use disorder randomized placebo,ETH-LAD,Tobacco use disorder,indication,{compound} {entity} randomized placebo
disorder_02975,disorder,pair_core,ETH-LAD Tobacco use disorder treatment outcome,ETH-LAD,Tobacco use disorder,indication,{compound} {entity} treatment outcome
disorder_02976,disorder,pair_core,ETH-LAD Nicotine dependence clinical trial,ETH-LAD,Nicotine dependence,indication,{compound} {entity} clinical trial
disorder_02977,disorder,pair_core,ETH-LAD Nicotine dependence randomized placebo,ETH-LAD,Nicotine dependence,indication,{compound} {entity} randomized placebo
disorder_02978,disorder,pair_core,ETH-LAD Nicotine dependence treatment outcome,ETH-LAD,Nicotine dependence,indication,{compound} {entity} treatment outcome
disorder_02979,disorder,pair_core,ETH-LAD Opioid use disorder clinical trial,ETH-LAD,Opioid use disorder,indication,{compound} {entity} clinical trial
disorder_02980,disorder,pair_core,ETH-LAD Opioid use disorder randomized placebo,ETH-LAD,Opioid use disorder,indication,{compound} {entity} randomized placebo
disorder_02981,disorder,pair_core,ETH-LAD Opioid use disorder treatment outcome,ETH-LAD,Opioid use disorder,indication,{compound} {entity} treatment outcome
disorder_02982,disorder,pair_core,ETH-LAD Cannabis use disorder clinical trial,ETH-LAD,Cannabis use disorder,indication,{compound} {entity} clinical trial
disorder_02983,disorder,pair_core,ETH-LAD Cannabis use disorder randomized placebo,ETH-LAD,Cannabis use disorder,indication,{compound} {entity} randomized placebo
disorder_02984,disorder,pair_core,ETH-LAD Cannabis use disorder treatment outcome,ETH-LAD,Cannabis use disorder,indication,{compound} {entity} treatment outcome
disorder_02985,disorder,pair_core,ETH-LAD Cocaine use disorder clinical trial,ETH-LAD,Cocaine use disorder,indication,{compound} {entity} clinical trial
disorder_02986,disorder,pair_core,ETH-LAD Cocaine use disorder randomized placebo,ETH-LAD,Cocaine use disorder,indication,{compound} {entity} randomized placebo
disorder_02987,disorder,pair_core,ETH-LAD Cocaine use disorder treatment outcome,ETH-LAD,Cocaine use disorder,indication,{compound} {entity} treatment outcome
disorder_02988,disorder,pair_core,ETH-LAD Methamphetamine use disorder clinical trial,ETH-LAD,Methamphetamine use disorder,indication,{compound} {entity} clinical trial
disorder_02989,disorder,pair_core,ETH-LAD Methamphetamine use disorder randomized placebo,ETH-LAD,Methamphetamine use disorder,indication,{compound} {entity} randomized placebo
disorder_02990,disorder,pair_core,ETH-LAD Methamphetamine use disorder treatment outcome,ETH-LAD,Methamphetamine use disorder,indication,{compound} {entity} treatment outcome
disorder_02991,disorder,pair_core,ETH-LAD Stimulant use disorder clinical trial,ETH-LAD,Stimulant use disorder,indication,{compound} {entity} clinical trial
disorder_02992,disorder,pair_core,ETH-LAD Stimulant use disorder randomized placebo,ETH-LAD,Stimulant use disorder,indication,{compound} {entity} randomized placebo
disorder_02993,disorder,pair_core,ETH-LAD Stimulant use disorder treatment outcome,ETH-LAD,Stimulant use disorder,indication,{compound} {entity} treatment outcome
disorder_02994,disorder,pair_core,ETH-LAD Substance use disorder clinical trial,ETH-LAD,Substance use disorder,indication,{compound} {entity} clinical trial
disorder_02995,disorder,pair_core,ETH-LAD Substance use disorder randomized placebo,ETH-LAD,Substance use disorder,indication,{compound} {entity} randomized placebo
disorder_02996,disorder,pair_core,ETH-LAD Substance use disorder treatment outcome,ETH-LAD,Substance use disorder,indication,{compound} {entity} treatment outcome
disorder_02997,disorder,pair_core,ETH-LAD Generalized anxiety disorder clinical trial,ETH-LAD,Generalized anxiety disorder,indication,{compound} {entity} clinical trial
disorder_02998,disorder,pair_core,ETH-LAD Generalized anxiety disorder randomized placebo,ETH-LAD,Generalized anxiety disorder,indication,{compound} {entity} randomized placebo
disorder_02999,disorder,pair_core,ETH-LAD Generalized anxiety disorder treatment outcome,ETH-LAD,Generalized anxiety disorder,indication,{compound} {entity} treatment outcome
disorder_03000,disorder,pair_core,ETH-LAD Social anxiety disorder clinical trial,ETH-LAD,Social anxiety disorder,indication,{compound} {entity} clinical trial
disorder_03001,disorder,pair_core,ETH-LAD Social anxiety disorder randomized placebo,ETH-LAD,Social anxiety disorder,indication,{compound} {entity} randomized placebo
disorder_03002,disorder,pair_core,ETH-LAD Social anxiety disorder treatment outcome,ETH-LAD,Social anxiety disorder,indication,{compound} {entity} treatment outcome
disorder_03003,disorder,pair_core,ETH-LAD Distress associated with life-threatening disease clinical trial,ETH-LAD,Distress associated with life-threatening disease,indication,{compound} {entity} clinical trial
disorder_03004,disorder,pair_core,ETH-LAD Distress associated with life-threatening disease randomized placebo,ETH-LAD,Distress associated with life-threatening disease,indication,{compound} {entity} randomized placebo
disorder_03005,disorder,pair_core,ETH-LAD Distress associated with life-threatening disease treatment outcome,ETH-LAD,Distress associated with life-threatening disease,indication,{compound} {entity} treatment outcome
disorder_03006,disorder,pair_core,ETH-LAD Obsessive-compulsive disorder clinical trial,ETH-LAD,Obsessive-compulsive disorder,indication,{compound} {entity} clinical trial
disorder_03007,disorder,pair_core,ETH-LAD Obsessive-compulsive disorder randomized placebo,ETH-LAD,Obsessive-compulsive disorder,indication,{compound} {entity} randomized placebo
disorder_03008,disorder,pair_core,ETH-LAD Obsessive-compulsive disorder treatment outcome,ETH-LAD,Obsessive-compulsive disorder,indication,{compound} {entity} treatment outcome
disorder_03009,disorder,pair_core,ETH-LAD Eating disorders clinical trial,ETH-LAD,Eating disorders,indication,{compound} {entity} clinical trial
disorder_03010,disorder,pair_core,ETH-LAD Eating disorders randomized placebo,ETH-LAD,Eating disorders,indication,{compound} {entity} randomized placebo
disorder_03011,disorder,pair_core,ETH-LAD Eating disorders treatment outcome,ETH-LAD,Eating disorders,indication,{compound} {entity} treatment outcome
disorder_03012,disorder,pair_core,ETH-LAD Anorexia nervosa clinical trial,ETH-LAD,Anorexia nervosa,indication,{compound} {entity} clinical trial
disorder_03013,disorder,pair_core,ETH-LAD Anorexia nervosa randomized placebo,ETH-LAD,Anorexia nervosa,indication,{compound} {entity} randomized placebo
disorder_03014,disorder,pair_core,ETH-LAD Anorexia nervosa treatment outcome,ETH-LAD,Anorexia nervosa,indication,{compound} {entity} treatment outcome
disorder_03015,disorder,pair_core,ETH-LAD Bulimia nervosa clinical trial,ETH-LAD,Bulimia nervosa,indication,{compound} {entity} clinical trial
disorder_03016,disorder,pair_core,ETH-LAD Bulimia nervosa randomized placebo,ETH-LAD,Bulimia nervosa,indication,{compound} {entity} randomized placebo
disorder_03017,disorder,pair_core,ETH-LAD Bulimia nervosa treatment outcome,ETH-LAD,Bulimia nervosa,indication,{compound} {entity} treatment outcome
disorder_03018,disorder,pair_core,ETH-LAD Binge-eating disorder clinical trial,ETH-LAD,Binge-eating disorder,indication,{compound} {entity} clinical trial
disorder_03019,disorder,pair_core,ETH-LAD Binge-eating disorder randomized placebo,ETH-LAD,Binge-eating disorder,indication,{compound} {entity} randomized placebo
disorder_03020,disorder,pair_core,ETH-LAD Binge-eating disorder treatment outcome,ETH-LAD,Binge-eating disorder,indication,{compound} {entity} treatment outcome
disorder_03021,disorder,pair_core,ETH-LAD Autism spectrum disorder clinical trial,ETH-LAD,Autism spectrum disorder,indication,{compound} {entity} clinical trial
disorder_03022,disorder,pair_core,ETH-LAD Autism spectrum disorder randomized placebo,ETH-LAD,Autism spectrum disorder,indication,{compound} {entity} randomized placebo
disorder_03023,disorder,pair_core,ETH-LAD Autism spectrum disorder treatment outcome,ETH-LAD,Autism spectrum disorder,indication,{compound} {entity} treatment outcome
disorder_03024,disorder,pair_core,ETH-LAD Demoralization clinical trial,ETH-LAD,Demoralization,indication,{compound} {entity} clinical trial
disorder_03025,disorder,pair_core,ETH-LAD Demoralization randomized placebo,ETH-LAD,Demoralization,indication,{compound} {entity} randomized placebo
disorder_03026,disorder,pair_core,ETH-LAD Demoralization treatment outcome,ETH-LAD,Demoralization,indication,{compound} {entity} treatment outcome
disorder_03027,disorder,pair_core,ETH-LAD Suicidal ideation clinical trial,ETH-LAD,Suicidal ideation,indication,{compound} {entity} clinical trial
disorder_03028,disorder,pair_core,ETH-LAD Suicidal ideation randomized placebo,ETH-LAD,Suicidal ideation,indication,{compound} {entity} randomized placebo
disorder_03029,disorder,pair_core,ETH-LAD Suicidal ideation treatment outcome,ETH-LAD,Suicidal ideation,indication,{compound} {entity} treatment outcome
disorder_03030,disorder,pair_core,ETH-LAD Cluster headache clinical trial,ETH-LAD,Cluster headache,indication,{compound} {entity} clinical trial
disorder_03031,disorder,pair_core,ETH-LAD Cluster headache randomized placebo,ETH-LAD,Cluster headache,indication,{compound} {entity} randomized placebo
disorder_03032,disorder,pair_core,ETH-LAD Cluster headache treatment outcome,ETH-LAD,Cluster headache,indication,{compound} {entity} treatment outcome
disorder_03033,disorder,pair_core,ETH-LAD Headache disorders clinical trial,ETH-LAD,Headache disorders,indication,{compound} {entity} clinical trial
disorder_03034,disorder,pair_core,ETH-LAD Headache disorders randomized placebo,ETH-LAD,Headache disorders,indication,{compound} {entity} randomized placebo
disorder_03035,disorder,pair_core,ETH-LAD Headache disorders treatment outcome,ETH-LAD,Headache disorders,indication,{compound} {entity} treatment outcome
disorder_03036,disorder,pair_core,ETH-LAD Migraine clinical trial,ETH-LAD,Migraine,indication,{compound} {entity} clinical trial
disorder_03037,disorder,pair_core,ETH-LAD Migraine randomized placebo,ETH-LAD,Migraine,indication,{compound} {entity} randomized placebo
disorder_03038,disorder,pair_core,ETH-LAD Migraine treatment outcome,ETH-LAD,Migraine,indication,{compound} {entity} treatment outcome
disorder_03039,disorder,pair_core,ETH-LAD Chronic pain clinical trial,ETH-LAD,Chronic pain,indication,{compound} {entity} clinical trial
disorder_03040,disorder,pair_core,ETH-LAD Chronic pain randomized placebo,ETH-LAD,Chronic pain,indication,{compound} {entity} randomized placebo
