doi,classification,relation_or_failure_subtype,confidence,requested_title,identity_status,identity_basis,document_doi,document_title,title_similarity_header,title_coverage_front,target_title_score_full_artifact,target_title_exact_in_artifact,target_doi_literal_in_artifact,best_backend,fulltext_source,artifact_path,artifact_pdf_path,artifact_pdf_exists,current_candidate_pdf_path,current_candidate_pdf_exists,manual_import_reports,local_correct_text_status,exact_doi_pmcid,direct_xml_availability,openalex_is_oa,openalex_pdf_url,openalex_landing_url,remote_correct_text_status,current_kg_finding_count,repair_method,availability_caveat
10.31986/issn.2689-0690_rdw.stratford_research_day.149_2024,proceedings_container,proceedings_or_multi_abstract_container,high,Efficacy of Psilocybin in the Treatment of Substance and Alcohol Use Disorders,identity_unverified,insufficient document-level identifier or title evidence,,Rowan Digital Works Rowan Digital Works,0.188,1.0,1.0,False,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_31986_issn_2689_0690_rdw_stratford_research_day_149_2024.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.31986_issn.2689-0690_rdw.stratford_research_day.149_2024__b51be9aa2c.pdf,True,,False,,target_present_in_container_needs_segmentation,,,False,,,no_open_fulltext_signal_found,0,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.32383/farmpol/215392,ambiguous_non_pmc_conflict,unresolved_version_or_nested_document,needs_manual_review,Natural Hallucinogens in Clinical Studies: A Review of Therapeutic Efficacy and Methodological Limitations,identity_mismatch,document DOI differs and title evidence does not support the requested paper,10.32383/farmpol/215444,Naturalne halucynogeny w badaniach klinicznych: przegląd narracyjny skuteczności terapeutycznej i ograniczeń metodologicznych,0.4848,1.0,1.0,False,False,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_32383_farmpol_215392.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.32383_farmpol_215392__a4cfd07d40.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.32383_farmpol_215392__a4cfd07d40.pdf,True,,uncertain_quarantine,,,True,https://doi.org/10.32383/farmpol/215392,https://doi.org/10.32383/farmpol/215392,oa_pdf_signal_requires_identity_validation,0,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.32388/6gur54,unresolved_non_pmc_artifact,insufficient_identifier_or_title_evidence,high,Histamine H2 Receptor,identity_unverified,insufficient document-level identifier or title evidence,10.32388/6gur54,,,1.0,1.0,True,True,docling,mechanistic,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_32388_6gur54.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.32388_6gur54__ebbf0a923a.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.32388_6gur54__ebbf0a923a.pdf,True,,uncertain_quarantine,,,False,,,no_open_fulltext_signal_found,0,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.32388/6lzi40,unresolved_non_pmc_artifact,insufficient_identifier_or_title_evidence,high,5-Hydroxytryptamine Receptor 2C,identity_unverified,insufficient document-level identifier or title evidence,10.32388/6lzi40,,,1.0,1.0,True,True,docling,mechanistic,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_32388_6lzi40.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.32388_6lzi40__0e117d1fa1.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.32388_6lzi40__0e117d1fa1.pdf,True,,uncertain_quarantine,,,False,,,no_open_fulltext_signal_found,0,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.32388/afll3v,unresolved_non_pmc_artifact,insufficient_identifier_or_title_evidence,high,GRM2 Gene,identity_unverified,insufficient document-level identifier or title evidence,10.32388/afll3v,,,1.0,1.0,True,True,docling,mechanistic,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_32388_afll3v.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.32388_afll3v__4396027cf5.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.32388_afll3v__4396027cf5.pdf,True,,uncertain_quarantine,,,False,,,no_open_fulltext_signal_found,0,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.32388/ik42fe,unresolved_non_pmc_artifact,insufficient_identifier_or_title_evidence,high,Adrenergic Receptor,identity_unverified,insufficient document-level identifier or title evidence,10.32388/ik42fe,,,1.0,1.0,True,True,docling,mechanistic,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_32388_ik42fe.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.32388_ik42fe__6f63b9f25a.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.32388_ik42fe__6f63b9f25a.pdf,True,,uncertain_quarantine,,,False,,,no_open_fulltext_signal_found,0,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.32388/pctl2o,unresolved_non_pmc_artifact,insufficient_identifier_or_title_evidence,high,SLC18A2 Gene,identity_unverified,insufficient document-level identifier or title evidence,10.32388/pctl2o,,,1.0,1.0,True,True,docling,mechanistic,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_32388_pctl2o.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.32388_pctl2o__65bb09e623.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.32388_pctl2o__65bb09e623.pdf,True,,uncertain_quarantine,,,False,,,no_open_fulltext_signal_found,0,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.32388/t3em5e.2,ambiguous_non_pmc_conflict,unresolved_version_or_nested_document,needs_manual_review,Psychedelic drugs as a long-needed innovation in psychiatry,target_text_with_conflicting_doi,requested title is present but the document identifier differs; version or container must be resolved,10.32388/t3em5e,Ope n Pe e r Re v ie w on Qe ios Ope n Pe e r Re v ie w on Qe ios Psychedelic drugs as a long-needed innovation in psychiatry,0.75,1.0,1.0,True,False,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_32388_t3em5e_2.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.32388_t3em5e.2__814b8b6082.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.32388_t3em5e.2__814b8b6082.pdf,True,,uncertain_quarantine,,,True,https://www.qeios.com/read/T3EM5E.2/pdf,https://doi.org/10.32388/t3em5e.2,oa_pdf_signal_requires_identity_validation,0,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.32592/yafteh.2024.26.3.45,unresolved_non_pmc_artifact,insufficient_identifier_or_title_evidence,high,Investigating the analgesic effects of Adalimumab in chronic constriction injury (CCI) experimental pain model in rats,identity_unverified,insufficient document-level identifier or title evidence,,ﺑﺮرﺳﯽ اﺛﺮات ﺿﺪ درد آداﻟﯿﻤﻮﻣﺎب در ﻣﺪل درد ﺗﺠﺮﺑﯽ Chronic constriction Injury(CCI) در ﻣﻮش ﺻﺤﺮاﯾﯽ,0.3981,0.8182,1.0,True,False,docling,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_32592_yafteh_2024_26_3_45.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.32592_yafteh.2024.26.3.45__a62e9b6711.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.32592_yafteh.2024.26.3.45__a62e9b6711.pdf,True,,uncertain_quarantine,,,False,,,no_open_fulltext_signal_found,0,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.32996/jmhs.2021.2.2.18,benign_conflict,preprint_repository_version,high,"Critique of the Royal Australian and New Zealand College of Psychiatrists Psychedelic Therapy Clinical Memorandum, Dated May 2020",target_text_with_conflicting_doi,requested title is present but the document identifier differs; version or container must be resolved,10.6084/m9.figshare.13507143,"Critique of the Royal Australian and New Zealand College of Psychiatrists psychedelic therapy clinical memorandum, dated May 2020",1.0,1.0,1.0,True,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_32996_jmhs_2021_2_2_18.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.32996_jmhs.2021.2.2.18__a7b03da13e.pdf,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.32996_jmhs.2021.2.2.18__a7b03da13e.pdf,True,,correct_content_available_locally,,,True,https://al-kindipublisher.com/index.php/jmhs/article/download/2580/2296,https://doi.org/10.32996/jmhs.2021.2.2.18,oa_pdf_signal_requires_identity_validation,0,Keep local text; register explicit preprint/repository-to-published relation and choose canonical display DOI; no reacquisition.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.33015/dominican.edu/2024.nurs.rp.19,repository_or_nested_document,repository_thesis_issue_nested_content,high,The Comparative Therapeutic Effects of Psilocybin Treatment and Antidepressant Medications in Adults Diagnosed with Depression,target_text_with_conflicting_doi,requested title is present but the document identifier differs; version or container must be resolved,10.1056/nejmoa2032994,"The Comparative Therapeutic Effects of Psilocybin Treatment and Antidepressant Medications in Adults Diagnosed with Depression Nasser Melchor DOMINICAN UNIVERSITY OF CALIFORNIA, DEPARTMENT OF NURSING",0.7754,1.0,1.0,True,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_33015_dominican_edu_2024_nurs_rp_19.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.33015_dominican.edu_2024.nurs.rp.19__7b88d59c78.pdf,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.33015_dominican.edu_2024.nurs.rp.19__7b88d59c78.pdf,True,manual_pdf_import_report_after_all_remaining_playwright_20260619.json,target_or_related_content_nested_requires_segmentation,,,True,https://scholar.dominican.edu/cgi/viewcontent.cgi?article=1056&context=nursing-student-research-posters,http://dx.doi.org/10.33015/dominican.edu/2024.nurs.rp.19,oa_pdf_signal_requires_identity_validation,0,"Keep repository/thesis/issue source separately, but segment the requested subdocument before extraction; do not treat a constituent DOI as the container identity.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.33178/smj.2025.1.4,unresolved_non_pmc_artifact,insufficient_identifier_or_title_evidence,high,Evaluating the efficacy and safety of MDMA for the treatment of Post Traumatic Stress Disorder: a systematic review,identity_unverified,insufficient document-level identifier or title evidence,10.33178/smj.2025.1.4,"Evaluating the Efficacy and Safety of MDMA for the Treatment of Posttraumatic Stress Disorder: A Systematic Review MEGHA KODANCHA 1 , HOUSSEIN CHAHROUR 1 , CASSANDRA CAREY 1 , HIVA FAZELI 1 ,",0.7451,0.8182,1.0,False,True,docling,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_33178_smj_2025_1_4.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.33178_smj.2025.1.4__8635cf072d.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.33178_smj.2025.1.4__8635cf072d.pdf,True,,uncertain_quarantine,,,False,,,no_open_fulltext_signal_found,7,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.33425/2693-1516.1022,unresolved_non_pmc_artifact,insufficient_identifier_or_title_evidence,high,Psilocybin-based mushrooms and usage,identity_unverified,insufficient document-level identifier or title evidence,,Case Reports and Reviews Psilocybin-based mushrooms and usage,0.7423,1.0,1.0,True,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_33425_2693_1516_1022.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.33425_2693-1516.1022__58385b2fb3.pdf,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.33425_2693-1516.1022__58385b2fb3.pdf,True,,uncertain_quarantine,,,False,,,no_open_fulltext_signal_found,3,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.3389/conf.fnins.2019.96.00055,unresolved_non_pmc_artifact,document_identity_mismatch,high,Trace amine associate receptor 1 (TAAR1) as a new target for the treatment of cognitive dysfunction in Alzheimer disease,identity_mismatch,document DOI differs and title evidence does not support the requested paper,10.1016/j.euroneuro.2019.09.486,P.480 The effects of propolis extract on age-associated cognitive deficits in rats,0.3465,0.6667,1.0,True,False,docling,mechanistic,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_3389_conf_fnins_2019_96_00055.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.3389_conf.fnins.2019.96.00055__ebea58d6d0.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.3389_conf.fnins.2019.96.00055__ebea58d6d0.pdf,True,,uncertain_quarantine,,,False,,,no_open_fulltext_signal_found,0,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.3390/books978-3-7258-6072-2,unresolved_non_pmc_artifact,insufficient_identifier_or_title_evidence,high,Future Challenges for the Diagnosis and Management of Affective Disorders,identity_unverified,insufficient document-level identifier or title evidence,10.3390/books978-3-7258-6072-2,,,1.0,1.0,True,True,pdftotext,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_3390_books978_3_7258_6072_2.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.3390_books978-3-7258-6072-2__db075bb58b.pdf,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.3390_books978-3-7258-6072-2__db075bb58b.pdf,True,,uncertain_quarantine,,,False,,,no_open_fulltext_signal_found,0,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.34172/ddj.2023.437,manual_wrong_pdf,confirmed_wrong_manual_download,high,The Effect of Intravenous Ketamine on Suicidal Ideation in Depressed Patients: A Randomized Clinical Trial,identity_mismatch,document DOI differs and title evidence does not support the requested paper,10.1016/j.clinthera.2024.12.006,Health Care Resource Use and Medical Costs Among Patients With Major Depressive Disorder and Acute Suicidal Ideation or Behavior Initiated on Esketamine Nasal Spray or Traditional Treatments in the United States ✩,0.1364,0.5556,0.75,False,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_34172_ddj_2023_437.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.34172_ddj.2023.437__1118e5eb68.pdf,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.34172_ddj.2023.437__1118e5eb68.pdf,True,manual_pdf_import_report_after_pdf_viewer_toolbar_retry_20260619.json,main_article_not_available_in_current_artifact,,,True,https://ddj.hums.ac.ir/PDF/ddj-12-106.pdf,https://doi.org/10.34172/ddj.2023.437,oa_pdf_signal_requires_identity_validation,6,"Quarantine and replace with https://ddj.hums.ac.ir/PDF/ddj-12-106.pdf using replace-existing; reconvert, re-extract, and rebuild the 6 KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.34626/n9hp-ar70,unresolved_non_pmc_artifact,insufficient_identifier_or_title_evidence,high,Estudo in silico da relação estrutura-actividade de piperazinas nos receptores 5-HT1A e 5-HT2A,identity_unverified,insufficient document-level identifier or title evidence,,,,0.6,1.0,False,False,grobid,mechanistic,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_34626_n9hp_ar70.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.34626_n9hp-ar70__db16759bb3.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.34626_n9hp-ar70__db16759bb3.pdf,True,,uncertain_quarantine,,,False,,,no_open_fulltext_signal_found,0,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.36106/paripex/6712845,benign_conflict,doi_parse_truncation_or_suffix,high,THE THERAPEUTIC POTENTIAL OF PSYCHEDELICS FOR MENTAL HEALTH DISORDERS: A REVIEW OF CURRENT EVIDENCE,target_text_with_conflicting_doi,requested title is present but the document identifier differs; version or container must be resolved,10.36106/paripex,THE THERAPEUTIC POTENTIAL OF PSYCHEDELICS FOR MENTAL HEALTH DISORDERS: A REVIEW OF CURRENT EVIDENCE,1.0,1.0,1.0,True,False,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_36106_paripex_6712845.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.36106_paripex_6712845__1325a5daff.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.36106_paripex_6712845__1325a5daff.pdf,True,,correct_content_available_locally,,,True,https://doi.org/10.36106/paripex/6712845,https://doi.org/10.36106/paripex/6712845,oa_pdf_signal_requires_identity_validation,0,Keep local text; correct TEI/GROBID DOI parsing and store the requested DOI as document identity; no reacquisition.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.3923/ijp.2011.471.477,no_header_wrong_or_ancillary,wrong_unrelated_document,high,Biochemical and Histological Responses of Hepatotoxic Rats Fed Musa paradisiaca L. Supplemented Diet,identity_unverified,insufficient document-level identifier or title evidence,,"Europol-EMCDDA progress report on ketamine in accordance with Article 3 of the joint action of 16 June 1997 concerning the information exchange, risk assessment and the control of new synthetic drugs Review of the pharmacotoxicological data on ketamine (2-(2-chlorophenyl)-2-(methylamino)-cyclohexanone) ( 7 ))",0.0098,0.0,0.4444,False,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_3923_ijp_2011_471_477.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.3923_ijp.2011.471.477__4b42aff1b4.pdf,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.3923_ijp.2011.471.477__4b42aff1b4.pdf,True,,main_article_not_available_in_current_artifact,,,True,https://scialert.net/qredirect.php?doi=ijp.2011.471.477&linkid=pdf,https://doi.org/10.3923/ijp.2011.471.477,oa_pdf_signal_requires_identity_validation,0,Quarantine wrong artifact/PDF. Reacquire from exact DOI with front-page DOI/title validation; otherwise use canonical abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.4102/jan.v3i1.10,benign_conflict,doi_parse_truncation_or_suffix,high,"A cure for PTSD? An outcome achieved through Structured Image Framework Theory, exposure therapy and ketamine",target_text_with_conflicting_doi,requested title is present but the document identifier differs; version or container must be resolved,10.4102/jan,"A cure for PTSD? An outcome achieved through Structured Image Framework Theory, exposure therapy and ketamine",1.0,1.0,1.0,True,False,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_4102_jan_v3i1_10.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.4102_jan.v3i1.10__18382810bd.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.4102_jan.v3i1.10__18382810bd.pdf,True,,correct_content_available_locally,,,True,https://journalofappliedneurosciences.org/index.php/jan/article/download/10/83,https://doi.org/10.4102/jan.v3i1.10,oa_pdf_signal_requires_identity_validation,10,Keep local text; correct TEI/GROBID DOI parsing and store the requested DOI as document identity; no reacquisition.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.4266/acc.2023.01186,unresolved_non_pmc_artifact,document_identity_mismatch,high,Effects of ketamine on the severity of depression and anxiety following postoperative mechanical ventilation: a single-blind randomized clinical trial in Iran,identity_mismatch,document DOI differs and title evidence does not support the requested paper,10.1186/s13054-018-2223-6,"Anxiety, Depression and Post Traumatic Stress Disorder after critical illness: a UKwide prospective cohort study",0.2741,0.4286,0.5385,False,False,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_4266_acc_2023_01186.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.4266_acc.2023.01186__cbdf0f8b0a.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.4266_acc.2023.01186__cbdf0f8b0a.pdf,True,,uncertain_quarantine,PMC11167425,,False,,,exact_pmc_record_available_xml_needs_probe,0,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.5040/9781350231641.ch-013,unresolved_non_pmc_artifact,insufficient_identifier_or_title_evidence,high,The White Sun of Substance: Spinozism and the Psychedelic amor Dei intellectualis,identity_unverified,insufficient document-level identifier or title evidence,,,,1.0,1.0,False,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_5040_9781350231641_ch_013.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.5040_9781350231641.ch-013__ec51b385dd.pdf,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.5040_9781350231641.ch-013__ec51b385dd.pdf,True,,uncertain_quarantine,,,False,,,no_open_fulltext_signal_found,0,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.51473/rcmos.v1i1.2022.1562,unresolved_non_pmc_artifact,insufficient_identifier_or_title_evidence,high,O Papel Multidisciplinar do Anestesiologista na Administração da Cetamina para Depressão Resistente ao Tratamento,identity_unverified,insufficient document-level identifier or title evidence,,,,1.0,1.0,True,False,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_51473_rcmos_v1i1_2022_1562.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.51473_rcmos.v1i1.2022.1562__1a844c9914.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.51473_rcmos.v1i1.2022.1562__1a844c9914.pdf,True,,uncertain_quarantine,,,False,,,no_open_fulltext_signal_found,0,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
