finding_id,study_doi,compound,entity_label,domain,evidence_type,entity_role,support,outcome_measure,population,study_design,graph_admission_status,kg_entity_kind_override,paper_type,endpoint_label_source,graph_overview_subjects_json,graph_parent_label,proposition_group_id,assessment,matching_edge_in_active_bootstrap,category,proposed_destination,rationale,assessment_basis,rules
finding:feea55659078b7711e,10.1016/j.schres.2024.07.055,Ketamine,Catatonia,clinical_outcome,secondary_literature,condition,Preliminary evidence suggests ketamine may provide greater benefits for catatonia in patients with underlying mood disorders compared to those with primary psychotic disorders.,,,,main_graph,condition_indication,systematic_review,,"[{""kind"": ""atomic_compound"", ""label"": ""Ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:edc1fc2e7c898676b7,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:4642f2cdf9ceeb6192,10.1017/neu.2026.10088,Psychedelics (broad or mixed),Attention-deficit/hyperactivity disorder,clinical_outcome,secondary_literature,condition,"A significant research gap exists regarding how psychedelics affect ADHD patient subgroups with different etiopathologies, such as those with childhood adverse experiences (ACEs).",,,,main_graph,condition_indication,systematic_review,,"[{""kind"": ""compound_class"", ""label"": ""Psychedelics (broad or mixed)"", ""reason"": ""controlled_broad_psychedelic_class""}]",,proposition:89c354c59ffa9c50fd,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:cbf74a86cd7f9e92f5,10.1017/s1041610220001878,Ketamine,Treatment-resistant depression,clinical_outcome,secondary_literature,condition,"Ketamine infusion therapy requires specific safety monitoring tools when used for resistant depression, particularly when comparing older and younger patient cohorts.",,,,main_graph,condition_indication,review,,"[{""kind"": ""atomic_compound"", ""label"": ""Ketamine"", ""reason"": ""focal_compound_with_exposure_detail""}]",,proposition:8dfe602b68aa406d07,high_confidence_semantic_misclassification,True,safety_in_conditions,Safety; cognitive findings may also support Cognition,"The reported endpoint is adverse events, safety/tolerability, risk, or absence of harm. A patient diagnosis or treatment setting has been promoted as the outcome. Preserve null safety results and distinguish transient effects from clinical harm.",manual semantic review of saved finding and metadata; not independent full-text re-extraction,['condition_safety']
finding:e734399ad93e0a8e81,10.1093/schbul/sbs076,NMDA receptor antagonists,Schizophrenia,clinical_outcome,secondary_literature,condition,"NMDA receptor antagonists (dissociative anesthetics) replicate the full range of psychotic, negative, cognitive, and physiologic features of schizophrenia in healthy subjects.",,,,main_graph,condition_indication,review,,"[{""kind"": ""compound_class"", ""label"": ""NMDA receptor antagonists"", ""reason"": ""controlled_compound_class""}]",,proposition:636cb9f4d086c24276,high_confidence_semantic_misclassification,True,disease_model_in_conditions,Cognition / psychotomimetic effects,"Statement describes reproducing disease-like phenomena or validating a disease model, not treating the disease.",manual semantic review of saved finding and metadata; not independent full-text re-extraction,"['condition_safety', 'condition_context']"
finding:58f6619f8440e3abb2,10.11591/ijphs.v14i1.23725,MDMA,Post-traumatic stress disorder,clinical_outcome,secondary_literature,condition,"MDMA-assisted therapy (MDMA-AT) is cost-effective for treating PTSD, generating net savings and averting premature death over long-term horizons.",,,,main_graph,condition_indication,scoping_review,,"[{""kind"": ""atomic_compound"", ""label"": ""MDMA"", ""reason"": ""controlled_atomic_compound""}]",,proposition:2ff5a90b821fa22ecb,high_confidence_semantic_misclassification,True,policy_in_conditions,Real-world / health economics,"Finding reports modeled population impact or cost-effectiveness, not an observed therapeutic outcome.",manual semantic review of saved finding and metadata; not independent full-text re-extraction,['condition_safety']
finding:7eec75b8a0b2a4408e,10.11648/j.ajpn.20231103.12,Ketamine,Treatment-resistant depression,clinical_outcome,secondary_literature,condition,"International guidelines generally recommend ketamine as a third-line treatment for TRD, though NICE (UK) restricts its use to a sixth-line option for hospitalized patients.",,,,main_graph,condition_indication,review,,"[{""kind"": ""atomic_compound"", ""label"": ""Ketamine"", ""reason"": ""focal_compound_with_exposure_detail""}]",,proposition:69c95a9d9534c98ab3,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:e41cfa852acb40d28c,10.1176/appi.ajp.158.9.1367,Dissociatives,Schizophrenia,clinical_outcome,secondary_literature,condition,Blockade of NMDA receptors by dissociative anesthetics reproduces negative symptoms and cognitive impairments of schizophrenia in healthy subjects.,,,,main_graph,condition_indication,review,,"[{""kind"": ""compound_class"", ""label"": ""Dissociatives"", ""reason"": ""controlled_compound_class""}]",,proposition:dcb98005722f534fab,high_confidence_semantic_misclassification,True,disease_model_in_conditions,Cognition / psychotomimetic effects,"Statement describes reproducing disease-like phenomena or validating a disease model, not treating the disease.",manual semantic review of saved finding and metadata; not independent full-text re-extraction,['condition_context']
finding:c60cede60a16f35d76,10.1196/annals.1300.020,Dissociatives,Schizophrenia,clinical_outcome,secondary_literature,condition,"Subanesthetic doses of dissociative anesthetics (NMDA antagonists) replicate cognitive impairments, negative symptoms, and brain functional abnormalities of schizophrenia in healthy subjects.",,,,main_graph,condition_indication,review,,"[{""kind"": ""compound_class"", ""label"": ""Dissociatives"", ""reason"": ""controlled_compound_class""}]",,proposition:dadb3da15b54328527,high_confidence_semantic_misclassification,True,disease_model_in_conditions,Cognition / psychotomimetic effects,"Statement describes reproducing disease-like phenomena or validating a disease model, not treating the disease.",manual semantic review of saved finding and metadata; not independent full-text re-extraction,['condition_context']
finding:dc7df6cd168d10f23f,10.18103/mra.v14i4.7464,Ketamine,Autism spectrum disorder,clinical_outcome,secondary_literature,condition,"There is currently limited empirical evidence to validate the efficacy and safety of ketamine for communication impairments in ASD, necessitating randomized controlled trials.",,,,main_graph,condition_indication,review,,"[{""kind"": ""atomic_compound"", ""label"": ""Ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:102f6abe0c5381b2fa,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:17a8b5cb0d8a8d18fa,10.21275/sr21102150433,Ketamine,Major depressive disorder,clinical_outcome,secondary_literature,condition,"Ketamine demonstrates comparable efficacy to Electroconvulsive Therapy (ECT) in improving depressive symptoms in hospitalized patients with major depressive disorder, with a more rapid onset of action.",,,,main_graph,condition_indication,review,,"[{""kind"": ""atomic_compound"", ""label"": ""Ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:c7b1464ace3fe74f4f,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:acba657409828552e8,10.2174/1573400052953583,Hallucinogens,Schizophrenia,clinical_outcome,secondary_literature,condition,Hallucinogens such as LSD or psilocybin reproduce the psychotic phenomenology observed during the first episodes of schizophrenia.,,,,main_graph,condition_indication,review,,"[{""kind"": ""compound_class"", ""label"": ""Hallucinogens"", ""reason"": ""controlled_compound_class""}]",,proposition:32754c9c15aad39586,high_confidence_semantic_misclassification,True,disease_model_in_conditions,Cognition / psychotomimetic effects,"Statement describes reproducing disease-like phenomena or validating a disease model, not treating the disease.",manual semantic review of saved finding and metadata; not independent full-text re-extraction,['condition_safety']
finding:78d25c00ecc5679714,10.23736/s2724-6612.21.02068-9,Ketamine,Suicidality,clinical_outcome,secondary_literature,condition,"In expert hands, ketamine is favored over electroconvulsive therapy for urgent suicide prevention due to its convenient route and safety profile.",,,,main_graph,condition_indication,review,clinical_condition_endpoint,"[{""kind"": ""atomic_compound"", ""label"": ""Ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:eec7e7a6cd9188db7a,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:f509814b58f32510b2,10.24884/2078-5658-2026-23-2-91-101,Ketamine,Neuropathic pain,clinical_outcome,secondary_literature,condition,"Ketamine and cannabinoids are utilized for refractory central neuropathic cancer pain, though their evidence base is limited by small trials and significant adverse effects.",,,,main_graph,condition_indication,narrative_review,,"[{""kind"": ""atomic_compound"", ""label"": ""Ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:8a5f6c85c25a65327b,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:abc7ed6ac08cafcc97,10.26502/acc.078,Ketamine,Post-traumatic stress disorder,clinical_outcome,secondary_literature,condition,"Low-dose ketamine (sub-anesthetic) has therapeutic potential for PTSD, whereas high-dose ketamine (anesthetic) may worsen PTSD symptoms.",,,,main_graph,condition_indication,literature_review,,"[{""kind"": ""atomic_compound"", ""label"": ""Ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:a51db404ea4688e892,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:0d5c4c6ca52a6e6a1a,10.29057/mjmr.v14i28.16493,Psilocybin,Major depressive disorder,clinical_outcome,secondary_literature,condition,Psilocybin shows promise in sustainably reducing symptoms of major depressive disorder with fewer side effects than conventional therapies.,,,,main_graph,condition_indication,review,,"[{""kind"": ""atomic_compound"", ""label"": ""Psilocybin"", ""reason"": ""controlled_atomic_compound""}]",,proposition:9455e232489cadfd32,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:1eee9aff30a9c4a068,10.30574/wjarr.2025.26.2.2080,Ketamine,Treatment-resistant depression,clinical_outcome,secondary_literature,condition,"Ketamine and esketamine act as rapid-acting agents for acute suicidality and treatment-resistant depression via glutamatergic modulation, though long-term efficacy and safety remain uncertain.",,,,main_graph,condition_indication,review,,"[{""kind"": ""atomic_compound"", ""label"": ""Ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:61292f642cf7edaf1d,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:a5d12ab6f10a1bb445,10.3138/jmvfh-2023-0010,MDMA,Post-traumatic stress disorder,clinical_outcome,secondary_literature,condition,"MDMA-assisted therapy demonstrates high efficacy and safety for severe PTSD, particularly in military veterans who have not responded to traditional therapies.",,,,main_graph,condition_indication,narrative_review,,"[{""kind"": ""atomic_compound"", ""label"": ""MDMA"", ""reason"": ""controlled_atomic_compound""}]",,proposition:3377a4368c312c80f9,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:d88b3c09a1307474f4,10.31435/ijitss.2(50).2026.5567,S-ketamine,Treatment-resistant depression,clinical_outcome,secondary_literature,condition,"Intranasal esketamine is an FDA-approved treatment for TRD with robust long-term data supporting efficacy and safety for up to 4.5 years, though it requires supervised in-clinic administration.",,,,main_graph,condition_indication,narrative_review,,"[{""kind"": ""atomic_compound"", ""label"": ""S-ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:10f6f1f90a4782996e,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:a32c810f16407caf04,10.33552/ojcam.2022.08.000676,Psilocybin,Treatment-resistant depression,clinical_outcome,secondary_literature,condition,"Psilocybin demonstrates efficacy and safety in treating treatment-resistant depression, anxiety disorders, substance use disorders, and trauma-related disorders.",,,,main_graph,condition_indication,narrative_review,,"[{""kind"": ""atomic_compound"", ""label"": ""Psilocybin"", ""reason"": ""controlled_atomic_compound""}]",,proposition:442ad52ce6dbcc7aed,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:79f1b6ad25b43f0b03,10.34188/bjaerv9n2-033,Ketamine,Treatment-resistant depression,clinical_outcome,secondary_literature,condition,"Ketamine, esketamine, and psilocybin are positioned alongside ECT as treatments with the best balance of efficacy and tolerability for TRD in comprehensive network meta-analyses.",,,,main_graph,condition_indication,systematic_review,,"[{""kind"": ""atomic_compound"", ""label"": ""Ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:26ac1ca8d96265c6d5,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:e6cd90ab81ee495ecf,10.4103/sujhs.sujhs_60_24,S-ketamine,Treatment-resistant depression,clinical_outcome,secondary_literature,condition,Esketamine is an emerging medication that demonstrates clinical efficacy and safety for the treatment of treatment-resistant depression.,,,,main_graph,condition_indication,review,,"[{""kind"": ""atomic_compound"", ""label"": ""S-ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:d66a8ba60b3567561d,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:67d1cf3523818921c1,10.54097/ehss.v22i.13058,S-ketamine,Bipolar disorder,clinical_outcome,secondary_literature,condition,There is insufficient evidence regarding the safety and efficacy of esketamine in patients with complex comorbidities like heart disease or bipolar disorder.,,,,main_graph,condition_indication,review,,"[{""kind"": ""atomic_compound"", ""label"": ""S-ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:39a00a1dc9882c6253,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:416d0c6d5ac43d4c16,10.54254/2753-7048/2025.ns27630,MDMA,Post-traumatic stress disorder,clinical_outcome,secondary_literature,condition,"MDMA-assisted psychotherapy demonstrates superior efficacy and tolerability compared to conventional SSRIs in early-phase PTSD trials, though large-scale trials are still needed.",,,,main_graph,condition_indication,review,,"[{""kind"": ""atomic_compound"", ""label"": ""MDMA"", ""reason"": ""controlled_atomic_compound""}]",,proposition:9e2dc8bb54251b339d,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:6521e3563bfa7e7380,10.56367/oag-039-114-edit,5-MeO-DMT,Treatment-resistant depression,clinical_outcome,secondary_literature,condition,The synthetic 5-MeO-DMT compound BPL-003 is currently being evaluated in Phase IIa trials for safety and efficacy in patients with Treatment Resistant Depression when combined with psychological support.,,,,main_graph,condition_indication,review,,"[{""kind"": ""atomic_compound"", ""label"": ""5-MeO-DMT"", ""reason"": ""focal_compound_with_exposure_detail""}]",,proposition:8c849faad4bb10f540,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:5ec0246a95a69a14b0,10.1503/jpn.160187,S-ketamine,Psychotomimetic effects,cognitive_behavioral,primary_evidence,safety_or_adverse_event,"Ketamine administration significantly increased all PANSS scores (total, positive, negative, disorganization, excitement, and distress) compared with placebo and baseline values, indicating the induction of schizophrenia-like symptoms.",Positive and Negative Syndrome Scale (PANSS),healthy male volunteers,"single-blind, randomized, placebo-controlled crossover study",main_graph,cognitive_behavioral_construct,primary_study,psychotomimetic_effect_boundary,"[{""kind"": ""atomic_compound"", ""label"": ""S-ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:451bc3327595b526ad,not_confirmed_by_this_audit,True,,,,,['explicit_role_mismatch']
finding:7f7e57f85b628180c4,10.1016/s0028-3908(03)00073-x,Ketamine,Psychotomimetic effects,cognitive_behavioral,primary_evidence,safety_or_adverse_event,"Ketamine produced significant increases in BPRS scores, with symptoms mimicking the negative and disorganisation symptoms of psychosis.",Brief Psychiatric Rating Scale (BPRS),Healthy men,"Within-subject, double-blind, cross-over randomized controlled trial",main_graph,cognitive_behavioral_construct,primary_study,psychotomimetic_effect_boundary,"[{""kind"": ""atomic_compound"", ""label"": ""Ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:906b594d1409c982b2,not_confirmed_by_this_audit,True,,,,,['explicit_role_mismatch']
finding:09102248904abee107,10.1046/j.1440-1819.2002.01023.x,Ketamine,Psychotomimetic effects,cognitive_behavioral,primary_evidence,safety_or_adverse_event,"Ketamine administration induced significant but transient psychotomimetic symptoms, including hallucinatory behavior and excitement, which correlated with the degree of pain reduction.",Brief Psychiatric Rating Scale (BPRS),chronic neuropathic pain,"single-blind, placebo-controlled, randomized crossover trial",main_graph,cognitive_behavioral_construct,primary_study,psychotomimetic_effect_boundary,"[{""kind"": ""atomic_compound"", ""label"": ""Ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:0a15f310fbf93254b3,not_confirmed_by_this_audit,True,,,,,['explicit_role_mismatch']
finding:bc6a9ed17ae1d89ce5,10.1038/s41386-019-0328-5,S-ketamine,Psychotomimetic effects,cognitive_behavioral,primary_evidence,safety_or_adverse_event,"Ketamine significantly increased PANSS total scores compared to placebo and baseline, inducing schizophrenia-like symptoms.",Positive and Negative Syndrome Scale (PANSS) total score,Healthy male subjects,"Placebo-controlled, randomized crossover",main_graph,cognitive_behavioral_construct,primary_study,psychotomimetic_effect_boundary,"[{""kind"": ""atomic_compound"", ""label"": ""S-ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:d1eb64273ccb17407b,not_confirmed_by_this_audit,True,,,,,['explicit_role_mismatch']
finding:5016951bcd1970bd33,10.1038/s41386-019-0328-5,S-ketamine,Psychotomimetic effects,cognitive_behavioral,primary_evidence,safety_or_adverse_event,Ketamine significantly increased PANSS negative symptom scores compared to placebo.,PANSS Negative subscore,Healthy male subjects,"Placebo-controlled, randomized crossover",main_graph,cognitive_behavioral_construct,primary_study,psychotomimetic_effect_boundary,"[{""kind"": ""atomic_compound"", ""label"": ""S-ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:d6e26bcb816c89f0d6,not_confirmed_by_this_audit,True,,,,,['explicit_role_mismatch']
finding:c0e38cfff740e70b16,10.1038/s41386-019-0328-5,S-ketamine,Psychotomimetic effects,cognitive_behavioral,primary_evidence,safety_or_adverse_event,Ketamine significantly increased PANSS positive symptom scores compared to placebo.,PANSS Positive subscore,Healthy male subjects,"Placebo-controlled, randomized crossover",main_graph,cognitive_behavioral_construct,primary_study,psychotomimetic_effect_boundary,"[{""kind"": ""atomic_compound"", ""label"": ""S-ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:22976d3565a686162b,not_confirmed_by_this_audit,True,,,,,['explicit_role_mismatch']
finding:ce2b3b29a0c9b60f8a,10.1038/s41398-026-04069-4,MDMA,Psychotomimetic effects,cognitive_behavioral,primary_evidence,safety_or_adverse_event,Chronic MDMA users reported significantly higher psychotic-like experiences compared to healthy controls.,Community Assessment of Psychic Experience (CAPE),Chronic MDMA users,Comparative cross-sectional study,main_graph,cognitive_behavioral_construct,primary_study,psychotomimetic_effect_boundary,"[{""kind"": ""atomic_compound"", ""label"": ""MDMA"", ""reason"": ""controlled_atomic_compound""}]",,proposition:17bbacae585160afaf,not_confirmed_by_this_audit,True,,,,,['explicit_role_mismatch']
finding:93edc2ef918f3fffce,10.1016/j.euroneuro.2018.05.007,S-ketamine,Suicidality,clinical_outcome,primary_evidence,therapeutic_indication,A young female inpatient with schizophrenia and severe post-psychotic depression experienced robust anti-suicidal and antidepressant effects following S-ketamine infusions without exacerbation of psychotic or dissociative symptoms.,,young female inpatient with schizophrenia,Case report,main_graph,condition_indication,primary_study,clinical_condition_endpoint,"[{""kind"": ""atomic_compound"", ""label"": ""S-ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:8f5d7fd3966297daab,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:09f636a92242f57eb4,10.1177/0269881113486718,Ketamine,Suicidality,clinical_outcome,primary_evidence,therapeutic_indication,"Two of three subjects with OCD and extensive psychiatric comorbidity (but minimal depressive symptoms at baseline) experienced delayed-onset dysphoria, worsening anxiety, and suicidal thinking.",,OCD with extensive psychiatric comorbidity and minimal baseline depression,Case series within open-label trial,main_graph,condition_indication,primary_study,clinical_condition_endpoint,"[{""kind"": ""atomic_compound"", ""label"": ""Ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:2328a0afe68e299fe4,high_confidence_semantic_misclassification,True,safety_in_conditions,Safety; cognitive findings may also support Cognition,"The reported endpoint is adverse events, safety/tolerability, risk, or absence of harm. A patient diagnosis or treatment setting has been promoted as the outcome. Preserve null safety results and distinguish transient effects from clinical harm.",manual semantic review of saved finding and metadata; not independent full-text re-extraction,['condition_safety']
finding:5a8d181d021ae25f30,10.1038/sj.npp.1300824,Ketamine,Psychotomimetic effects,cognitive_behavioral,primary_evidence,safety_or_adverse_event,Acute ketamine administration induced psychosis-like symptoms that correlated with increased regional cerebral blood flow in the anterior cingulate cortex; patients with schizophrenia showed greater relative blood flow increases than healthy controls.,Psychosis ratings,Medicated volunteers with schizophrenia compared to normal volunteers,Serial positron emission tomography (PET) blood flow study,main_graph,cognitive_behavioral_construct,primary_study,psychotomimetic_effect_boundary,"[{""kind"": ""atomic_compound"", ""label"": ""Ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:aace011d2afb5fe507,not_confirmed_by_this_audit,True,,,,,['explicit_role_mismatch']
finding:c14c77ffb7604ab8d3,10.1192/bjo.2018.51,Ketamine,Suicidality,clinical_outcome,primary_evidence,therapeutic_indication,Qualitative analysis of comments from those seeking ketamine reveals high levels of desperation and dissatisfaction with conventional antidepressant efficacy or tolerability.,Qualitative analysis of free-text survey comments,Subgroup of survey respondents providing free-text comments,Qualitative analysis of survey comments,main_graph,condition_indication,primary_study,clinical_condition_endpoint,"[{""kind"": ""atomic_compound"", ""label"": ""Ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:059f83ef658e0e2c46,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:3775d4dd90632f1c9b,10.1089/cap.2006.16.767,LSD,Suicidality,clinical_outcome,primary_evidence,therapeutic_indication,Suicide attempters in a population of adolescent psychotic inpatients reported considerably greater usage of LSD compared to non-attempters.,Suicide attempts,Adolescent inpatients diagnosed with schizophrenia or schizoaffective disorder,10-year naturalistic retrospective study,main_graph,condition_indication,primary_study,clinical_condition_endpoint,"[{""kind"": ""atomic_compound"", ""label"": ""LSD"", ""reason"": ""controlled_atomic_compound""}]",,proposition:0b26beff5f3bdd716d,high_confidence_semantic_misclassification,True,exposure_context_in_conditions,Real-world / risk association,"User versus non-user or attempter comparisons describe an exposure association, not therapeutic administration.",manual semantic review of saved finding and metadata; not independent full-text re-extraction,['condition_safety']
finding:eddffa44c38e0e9133,10.1089/cap.2006.16.767,MDMA,Suicidality,clinical_outcome,primary_evidence,therapeutic_indication,Suicide attempters in a population of adolescent psychotic inpatients reported significantly more usage of MDMA compared to non-attempters.,Suicide attempts,Adolescent inpatients diagnosed with schizophrenia or schizoaffective disorder,10-year naturalistic retrospective study,main_graph,condition_indication,primary_study,clinical_condition_endpoint,"[{""kind"": ""atomic_compound"", ""label"": ""MDMA"", ""reason"": ""controlled_atomic_compound""}]",,proposition:2026eaaa526c85c4d9,high_confidence_semantic_misclassification,True,exposure_context_in_conditions,Real-world / risk association,"User versus non-user or attempter comparisons describe an exposure association, not therapeutic administration.",manual semantic review of saved finding and metadata; not independent full-text re-extraction,['condition_safety']
finding:d4b8c75b23f02b57a0,10.3390/jpm15040161,S-ketamine,Suicidality,clinical_outcome,primary_evidence,therapeutic_indication,Over one-third of patients reported a reduction in ideas of death or thoughts of suicide as a first-perceived beneficial effect.,Self-report survey (REAL-ESKperience),Outpatients with TRD,Multicentric observational study (survey-based),main_graph,condition_indication,primary_study,clinical_condition_endpoint,"[{""kind"": ""atomic_compound"", ""label"": ""S-ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:a8641042b2fb99548a,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:8fd39fbdab314fbc8e,10.1097/pra.0000000000000282,Ketamine,Suicidality,clinical_outcome,primary_evidence,therapeutic_indication,Ketamine was reported as an efficient and well-tolerated treatment for persistent suicidal ideation in a patient hospitalized in a general hospital following a severe suicide attempt.,Clinical observation of suicidal ideation,Patient hospitalized in a general hospital after a severe suicide attempt,Case report,main_graph,condition_indication,primary_study,clinical_condition_endpoint,"[{""kind"": ""atomic_compound"", ""label"": ""Ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:2aafdc839d748f310b,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:c5169e4b84d6b6dc25,10.1192/bjo.2024.768,Psilocybin,Suicidality,clinical_outcome,primary_evidence,therapeutic_indication,"The participant experienced a significant worsening of suicidal ideation, including thoughts of jumping out of a window the night after dosing and visiting train tracks with some intent 4 days post-dosing.",Columbia Suicidality Severity Rating Scale (C-SSRS) and clinical interview,Adult female with recurrent moderate depressive disorder and social anxiety disorder,Case report (participant in Phase 2b RCT),main_graph,condition_indication,primary_study,clinical_condition_endpoint,"[{""kind"": ""atomic_compound"", ""label"": ""Psilocybin"", ""reason"": ""controlled_atomic_compound""}]",,proposition:d8b275a2881331cb1b,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:edb558bbf257cf458e,10.1017/s0033291723003331,Ketamine,Suicidality,clinical_outcome,primary_evidence,therapeutic_indication,Implicit associations with death (D-scores) were not affected by ketamine administration in the high-risk pilot group.,Life-Death Implicit Association Task (LD-IAT) D-score,High suicide risk (suicide attempt in past 2 weeks and/or lifetime ideation with intent),"Open-label, pilot study",main_graph,condition_indication,primary_study,clinical_condition_endpoint,"[{""kind"": ""atomic_compound"", ""label"": ""Ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:0adc079777822bfdeb,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:a49bdbfccee7e7397e,10.1017/s0033291723003331,Ketamine,Suicidality,clinical_outcome,primary_evidence,therapeutic_indication,"Ketamine administration significantly increased gamma power for self-death associations in the left insula, shifting the profile to resemble that of the minimal risk group.",Magnetoencephalography (MEG) gamma power (30-58Hz) during LD-IAT,High suicide risk (suicide attempt in past 2 weeks and/or lifetime ideation with intent),"Open-label, pilot study",main_graph,condition_indication,primary_study,clinical_condition_endpoint,"[{""kind"": ""atomic_compound"", ""label"": ""Ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:08d98e09ec1f02531d,high_confidence_semantic_misclassification,True,mechanism_in_conditions,"Cognition, Brain or Molecular effects according to measured endpoint","The measured finding is cognition, brain activity/connectivity, neurotransmitter metabolism or endogenous analyte levels; diagnosis is population context.",manual semantic review of saved finding and metadata; not independent full-text re-extraction,['condition_safety']
finding:8ad8d92db229c9d599,10.3389/fnins.2023.1214972,Ketamine,Suicidality,clinical_outcome,primary_evidence,therapeutic_indication,Ketamine therapy was associated with a reduction in suicidal thoughts in both MDD and bipolar psychotic depression groups.,MADRS-item 10,Inpatients with treatment-resistant psychotic depression,Naturalistic observational registry,main_graph,condition_indication,primary_study,clinical_condition_endpoint,"[{""kind"": ""atomic_compound"", ""label"": ""Ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:fc6f9a6e8cc75750c1,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:74c603c547ee130aa4,10.1016/j.jadr.2023.100690,Ketamine,Suicidality,clinical_outcome,primary_evidence,therapeutic_indication,"10 serious adverse events related to suicidal ideation and/or behavior occurred, none resulting in serious medical injury, and they did not result in major protocol modifications.",Serious Adverse Events (SAE) reporting,Depressed emergency department patients requiring hospitalization for suicide risk,Randomized midazolam-controlled clinical trial (RCT),main_graph,condition_indication,primary_study,clinical_condition_endpoint,"[{""kind"": ""atomic_compound"", ""label"": ""Ketamine"", ""reason"": ""focal_compound_with_exposure_detail""}]",,proposition:94b549abc572b3479f,high_confidence_semantic_misclassification,True,safety_in_conditions,Safety; cognitive findings may also support Cognition,"The reported endpoint is adverse events, safety/tolerability, risk, or absence of harm. A patient diagnosis or treatment setting has been promoted as the outcome. Preserve null safety results and distinguish transient effects from clinical harm.",manual semantic review of saved finding and metadata; not independent full-text re-extraction,['condition_safety']
finding:c1ae71089e31f67e3d,10.1177/1455072517753339,Psilocybin,Suicidality,clinical_outcome,primary_evidence,therapeutic_indication,One respondent reported that microdosing Psilocybe azurescens helped immensely with manic bipolar depression and suicidal ideations.,Self-reported symptom relief,Adult male with bipolar depression and suicidal ideation,Qualitative interview study,main_graph,condition_indication,primary_study,clinical_condition_endpoint,"[{""kind"": ""atomic_compound"", ""label"": ""Psilocybin"", ""reason"": ""controlled_atomic_compound""}]",,proposition:fe5deae9707e28c98c,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:10fa656014cad23498,10.3389/fpsyt.2024.1394962,Psilocybin,Suicidality,clinical_outcome,primary_evidence,therapeutic_indication,"Symptoms of depression, anxiety, and suicidality worsened one week after the second psilocybin session following the discontinuation of duloxetine.","BDI-II, GAD-7, SIDAS",50-year-old male with refractory depression experiencing antidepressant discontinuation symptoms,Case report,main_graph,condition_indication,primary_study,clinical_condition_endpoint,"[{""kind"": ""atomic_compound"", ""label"": ""Psilocybin"", ""reason"": ""controlled_atomic_compound""}]",,proposition:bca91a86998e3c0ed7,not_confirmed_by_this_audit,True,,,,,['condition_safety']
