normalization_status,normalization_notes,compound,target,disorder,canonical_compound,canonical_entity,compound_original,target_original,disorder_original,graph_entity_original,raw_entity_label,entity_role,graph_entity_label,graph_entity_type,graph_include_candidate,study_doi,study_title,claim_type,clinical_context_condition,graph_exclusion_reason,outcome_type,outcome_domain,result_direction,outcome_measure,outcome_measure_normalized,population,system,authors,study_year,paper_type,source,source_type,source_family,paper_assessment_route,evidence_strength,support,confidence,needs_human_review,supporting_quote,access_level,source_access_level,evidence_location,evidence_locator,study_design,funding,conflicts_of_interest,risk_of_bias_summary,notes,study_journal,publication_type,publication_date,journal_issn,journal_eissn,publisher,mesh_terms,keywords,funders,grant_ids,language,sample_size_total,comparator,intervention_or_exposure,dose,route,session_count_or_duration,timepoint,effect_size,p_value,confidence_interval,adverse_events,evidence_level,compound_match_type,entity_match_type,compound_registry_status,entity_registry_status,compound_ids,entity_ids,trial_registry_ids,related_dois,publication_relations,is_retracted,semantic_scholar_id,has_correction
normalized,compound and graph entity matched local registry,Ketamine,,Suicidal ideation,Ketamine,Suicidal ideation,Ketamine,,Suicidal ideation,Suicidal ideation,suicidal thought reduction,therapeutic_indication,Suicidal ideation,indication,True,10.1016/j.jad.2017.04.057,Anhedonia as a clinical correlate of suicidal thoughts in clinical ketamine trials,compound_disorder,treatment-resistant major depressive disorder or bipolar disorder,not_applicable,symptom reduction,psychiatric symptoms,positive,suicidal ideation (SSI5 subscale),,treatment-resistant patients with either major depressive disorder (MDD) or bipolar disorder (BD),clinical,Elizabeth D. Ballard; Kathleen Wills; Níall Lally; Erica M. Richards; David A. Luckenbaugh; Tessa Walls; Rezvan Ameli; Mark J. Niciu; Nancy E. Brutsche; Lawrence Park,2017,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,"One day post-ketamine administration, improvements on the SHAPS accounted for an additional 13% of the variance in suicidal thought reduction, beyond the influence of depressive symptoms.",abstract_only,abstract_only,abstract,abstract,post-hoc analysis of clinical trials,Intramural NIH HHS,,,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,Journal of Affective Disorders,journal-article,2017-04-24,0165-0327,1573-2517,Elsevier BV,"Adult | Anesthetics, Dissociative / pharmacology | Anhedonia / drug effects | Bipolar Disorder / drug therapy | Bipolar Disorder / psychology | Depression / psychology | Major Depressive Disorder / drug therapy | Major Depressive Disorder / psychology | Female | Humans | Ketamine / pharmacology | Male | Middle Aged | Psychiatric Status Rating Scales | Suicidal Ideation",Anhedonia | Depression | Ketamine | RDoC | Suicide,Intramural NIH HHS,Z99 MH999999,eng,not_reported,not_reported,ketamine administration,not_reported,not_reported,not_reported,one day post-ketamine administration,,,,not_reported,low,label,label,needs_external_id_lookup,needs_external_id_lookup,{},{},,,,,,
normalized,compound and graph entity matched local registry,Ketamine,,Suicidal ideation,Ketamine,Suicidal ideation,Ketamine,,Suicidal ideation,Suicidal ideation,suicidality,therapeutic_indication,Suicidal ideation,indication,True,10.1016/j.psychres.2021.114212,Relationships between reduction in symptoms and restoration of function and wellbeing: Outcomes of the Oral Ketamine Trial on Suicidality (OKTOS),compound_disorder,chronic suicidality,not_applicable,symptom reduction,Mental Health,positive,Beck Scale for Suicidal ideation (BSS),,adults with chronic suicidality,clinical,Denise Beaudequin; Adem T. Can; Monique Jones; Cian Yang; Jennifer K. Scherman; Megan Dutton; Paul Schwenn; Cyrana Gallay Grace Forsyth; Emma Jensen; Daniel F. Hermens,2021,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,Oral ketamine rapidly reduces suicidality and depression,abstract_only,abstract_only,abstract,abstract,clinical trial,,,,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False,Psychiatry Research,journal-article,2021-09-20,0165-1781,1872-7123,Elsevier BV,Adult | Antidepressive Agents / therapeutic use | Major Depressive Disorder / drug therapy | Humans | Ketamine / therapeutic use | Recovery of Function | Suicidal Ideation | Suicide,Antidepressant clinical trials | Antidepressant treatment | Chronic suicidality | Depression | Oral ketamine | Social and occupational functioning | Wellbeing,,,eng,Thirty adults,not_reported,Oral ketamine,not_reported,Oral,over 10 weeks,not_reported,,,,not_reported,low,label,label,needs_external_id_lookup,needs_external_id_lookup,{},{},,,,,,
normalized,compound and graph entity matched local registry,Ketamine,,Depression,Ketamine,Depression,Ketamine,,Depression,Depression,depression,therapeutic_indication,Depression,indication,True,10.1016/j.psychres.2021.114212,Relationships between reduction in symptoms and restoration of function and wellbeing: Outcomes of the Oral Ketamine Trial on Suicidality (OKTOS),compound_disorder,depressive illness,not_applicable,symptom reduction,Mental Health,positive,Montgomery-Asberg Depression Rating Scale (MADRS),MADRS,adults with chronic suicidality,clinical,Denise Beaudequin; Adem T. Can; Monique Jones; Cian Yang; Jennifer K. Scherman; Megan Dutton; Paul Schwenn; Cyrana Gallay Grace Forsyth; Emma Jensen; Daniel F. Hermens,2021,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,Oral ketamine rapidly reduces suicidality and depression,abstract_only,abstract_only,abstract,abstract,clinical trial,,,,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False,Psychiatry Research,journal-article,2021-09-20,0165-1781,1872-7123,Elsevier BV,Adult | Antidepressive Agents / therapeutic use | Major Depressive Disorder / drug therapy | Humans | Ketamine / therapeutic use | Recovery of Function | Suicidal Ideation | Suicide,Antidepressant clinical trials | Antidepressant treatment | Chronic suicidality | Depression | Oral ketamine | Social and occupational functioning | Wellbeing,,,eng,Thirty adults,not_reported,Oral ketamine,not_reported,Oral,over 10 weeks,not_reported,,,,not_reported,low,label,label,needs_external_id_lookup,broad_category_needs_external_id_lookup,{},{},,,,,,
normalized,compound and graph entity matched local registry,Ibogaine,,Cocaine use disorder,Ibogaine,Cocaine use disorder,Ibogaine,,Cocaine dependency,Cocaine dependency,safety of ibogaine for the treatment of cocaine dependency,therapeutic_indication,Cocaine use disorder,indication,True,10.1111/j.1749-6632.1998.tb08242.x,Medication Development of Ibogaine as a Pharmacotherapy for Drug Dependence<sup>a</sup>,compound_disorder,Cocaine dependency,not_applicable,Clinical Trial Objective,"Safety, Efficacy, Pharmacokinetics",unclear,"safety, pharmacokinetics, dose effects, relevant parameters of efficacy",,cocaine-dependent patients,clinical,DEBORAH C. MASH; CRAIG A. KOVERA; BILLY E. BUCK; MICHAEL D. NORENBERG; PAUL SHAPSHAK; W. LEE HEARN; JUAN SANCHEZ‐RAMOS,1998,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,"We have initiated a rising tolerance study using single administration to assess the safety of ibogaine for the treatment of cocaine dependency. The primary objectives of the study are to determine safety, pharmacokinetics and dose effects, and to identify relevant parameters of efficacy in cocaine-dependent patients.",abstract_only,abstract_only,abstract,abstract,rising tolerance study,,,,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,Annals of the New York Academy of Sciences,journal-article,1998-05-01,0077-8923,1749-6632,Wiley,,,,,eng,not_reported,not_reported,ibogaine,not_reported,single administration,single administration,not_reported,,,,safety (objective),low,label,alias,needs_external_id_lookup,needs_external_id_lookup,{},{},,,,,,
normalized,compound and graph entity matched local registry,Ketamine,,Depression,Ketamine,Depression,Ketamine,,Depression,Depression,depression,therapeutic_indication,Depression,indication,True,10.1101/2023.01.11.23284248,"Ketamine-assisted psychotherapy provides lasting and effective results in the treatment of depression, anxiety and post traumatic stress disorder at 3 and 6 months: Findings from a large single-arm retrospective effectiveness trial",compound_disorder,treatment resistant affective disorders,not_applicable,clinical_outcome,Mental Health,positive,"PHQ-9 scores, depression case rate, minimal clinically important difference (MCID)",PHQ-9,"1806 adults with a history of depression, anxiety, or PTSD who had not responded to prior treatment interventions",clinical,Ryan Yermus; Michael Verbora; Sidney Kennedy; Robert McMaster; Sarah Kratina; Elizabeth Wolfson; Ben Medrano; Nathan Bryson; Nabid Zaer; John Bottos,2023,preprint,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.8,True,"Large treatment effects were detected at 3 months (d’s=0.75-0.86) that were sustained at 6 months. Case reductions (identified based on cut-off values) ranged from 39-41% at 3 months and 29-37% at 6 months. 50-75% reported a minimal clinically important difference at 3 months and 48-70% at 6 months. CONCLUSIONS AND RELEVANCE KAP produced sustained reductions in anxiety, depression, and PTSD... There was a significant reduction on the PHQ at 1 month, d=0.50, which was amplified at 3 months, d=0.85, and remained detectable at 6 months, d=0.73. In the 315 patients who provided a 3-month PHQ assessment, the depression case rate dropped from 56% at baseline to 17% at 3 months. In the 315 patients who provided a 3-month PHQ assessment, 75% reported a 3-point MCID compared to baseline.",full_text_seen,full_text_seen,abstract,"Abstract, C008, C010, C011",retrospective single-arm effectiveness trial,,,,Projected from extraction_v1; support=supported; confidence=0.8; needs_human_review=True,medRxiv,posted-content,2023-01-17,,,openRxiv,,,,,,1806 (overall); 315 (3-month PHQ assessment); 92 (6-month PHQ assessment),not_reported,Ketamine-Assisted Psychotherapy (KAP),"Mean 4 doses (SD=3); IM: initial 25-35mg, titrate to 50-70mg, up to 100mg; Sublingual: initial 200mg, increase by 50-100mg up to 500mg",intramuscular injection or sublingual lozenge,4-6 guided ketamine sessions; mean 3 psychotherapy sessions (SD=2),"1, 3, and 6 months post treatment",,,,not_reported,low,label,label,needs_external_id_lookup,broad_category_needs_external_id_lookup,{},{},NCT05604794,,,,,
normalized,compound and graph entity matched local registry,Ketamine,,Anxiety,Ketamine,Anxiety,Ketamine,,Anxiety,Anxiety,anxiety,therapeutic_indication,Anxiety,indication,True,10.1101/2023.01.11.23284248,"Ketamine-assisted psychotherapy provides lasting and effective results in the treatment of depression, anxiety and post traumatic stress disorder at 3 and 6 months: Findings from a large single-arm retrospective effectiveness trial",compound_disorder,treatment resistant affective disorders,not_applicable,clinical_outcome,Mental Health,positive,"GAD-7 scores, anxiety case rate, minimal clinically important difference (MCID)",GAD-7,"1806 adults with a history of depression, anxiety, or PTSD who had not responded to prior treatment interventions",clinical,Ryan Yermus; Michael Verbora; Sidney Kennedy; Robert McMaster; Sarah Kratina; Elizabeth Wolfson; Ben Medrano; Nathan Bryson; Nabid Zaer; John Bottos,2023,preprint,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.8,True,"Large treatment effects were detected at 3 months (d’s=0.75-0.86) that were sustained at 6 months. Case reductions (identified based on cut-off values) ranged from 39-41% at 3 months and 29-37% at 6 months. 50-75% reported a minimal clinically important difference at 3 months and 48-70% at 6 months. CONCLUSIONS AND RELEVANCE KAP produced sustained reductions in anxiety, depression, and PTSD... There was a reduction on the GAD at 1 month, d=0.47, which was amplified at 3 months, d=0.86, and remained detectable at 6 months, d=0.73. In the 305 patients who provided a 3-month GAD assessment, the anxiety case rate dropped from 67% at baseline to 26% at 3 months. In the 305 patients who provided a 3-month GAD assessment, 68% reported a 3-point MCID compared to baseline.",full_text_seen,full_text_seen,abstract,"Abstract, C008, C010, C011",retrospective single-arm effectiveness trial,,,,Projected from extraction_v1; support=supported; confidence=0.8; needs_human_review=True,medRxiv,posted-content,2023-01-17,,,openRxiv,,,,,,1806 (overall); 305 (3-month GAD assessment); 72 (6-month GAD assessment),not_reported,Ketamine-Assisted Psychotherapy (KAP),"Mean 4 doses (SD=3); IM: initial 25-35mg, titrate to 50-70mg, up to 100mg; Sublingual: initial 200mg, increase by 50-100mg per visit up to 500mg",intramuscular injection or sublingual lozenge,4-6 guided ketamine sessions; mean 3 psychotherapy sessions (SD=2),"1, 3, and 6 months post treatment",,,,not_reported,low,label,label,needs_external_id_lookup,broad_category_needs_external_id_lookup,{},{},NCT05604794,,,,,
normalized,compound and graph entity matched local registry,Ketamine,,Post-traumatic stress disorder,Ketamine,Post-traumatic stress disorder,Ketamine,,Post Traumatic Stress Disorder,Post Traumatic Stress Disorder,post traumatic stress disorder (PTSD),therapeutic_indication,Post-traumatic stress disorder,indication,True,10.1101/2023.01.11.23284248,"Ketamine-assisted psychotherapy provides lasting and effective results in the treatment of depression, anxiety and post traumatic stress disorder at 3 and 6 months: Findings from a large single-arm retrospective effectiveness trial",compound_disorder,treatment resistant affective disorders,not_applicable,clinical_outcome,Mental Health,positive,"PCL-6 scores, PTSD case rate, minimal clinically important difference (MCID)",PCL-6,"1806 adults with a history of depression, anxiety, or PTSD who had not responded to prior treatment interventions",clinical,Ryan Yermus; Michael Verbora; Sidney Kennedy; Robert McMaster; Sarah Kratina; Elizabeth Wolfson; Ben Medrano; Nathan Bryson; Nabid Zaer; John Bottos,2023,preprint,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.8,True,"Large treatment effects were detected at 3 months (d’s=0.75-0.86) that were sustained at 6 months. Case reductions (identified based on cut-off values) ranged from 39-41% at 3 months and 29-37% at 6 months. 50-75% reported a minimal clinically important difference at 3 months and 48-70% at 6 months. CONCLUSIONS AND RELEVANCE KAP produced sustained reductions in anxiety, depression, and PTSD... There was a reduction on the PCL at 1 month, d=0.38, which was amplified at 3 months, d=0.75, and remained detectable at 6 months, d=0.61. In the 299 patients who provided a 3-month PCL assessment, the PTSD case rate dropped from 84% at baseline to 45% at 3 months. In the 299 patients who provided a 3-month PCL assessment, 50% reported a 5-point MCID compared to baseline.",full_text_seen,full_text_seen,abstract,"Abstract, C008, C010, C011",retrospective single-arm effectiveness trial,,,,Projected from extraction_v1; support=supported; confidence=0.8; needs_human_review=True,medRxiv,posted-content,2023-01-17,,,openRxiv,,,,,,1806 (overall); 299 (3-month PCL assessment); 69 (6-month PCL assessment),not_reported,Ketamine-Assisted Psychotherapy (KAP),"Mean 4 doses (SD=3); IM: initial 25-35mg, titrate to 50-70mg, up to 100mg; Sublingual: initial 200mg, increase by 50-100mg per visit up to 500mg",intramuscular injection or sublingual lozenge,4-6 guided ketamine sessions; mean 3 psychotherapy sessions (SD=2),"1, 3, and 6 months post treatment",,,,not_reported,low,label,label,needs_external_id_lookup,needs_external_id_lookup,{},{},NCT05604794,,,,,
normalized,compound and graph entity matched local registry,Ketamine,,Treatment-resistant depression,Ketamine,Treatment-resistant depression,ketamine,,treatment-resistant depression,treatment-resistant depression,severe depressive symptomatology,symptom_or_problem,Treatment-resistant depression,indication,True,10.1136/bcr-2016-216088,New use for an old drug: oral ketamine for treatment-resistant depression,compound_disorder,treatment-resistant depression,not_applicable,symptom_reduction,mood,positive,severe depressive symptomatology,,"62-year-old man with treatment-resistant depression, severe malnutrition, and hepatic dysfunction",clinical,Kevin M Swiatek; Kim Jordan; Julie Coffman,2016,case_report,doi,case_report,original_empirical,primary_evidence,uncertain,supported,0.9,False,"Following discussion with the patient and family, oral ketamine 0.25 mg/kg was added in an attempt to provide rapid relief from severe depressive symptomatology.",full_text_seen,full_text_seen,text,C003,Case report,,,,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,BMJ Case Reports,journal-article,2016-08-03,1757-790X,1757-790X,BMJ,"Administration, Oral | Antidepressive Agents / administration & dosage | Depressive Disorder, Treatment-Resistant / drug therapy | Excitatory Amino Acid Antagonists / administration & dosage | Humans | Inpatients | Ketamine / administration & dosage | Male | Middle Aged | Off-Label Use | Receptors, N-Methyl-D-Aspartate / antagonists & inhibitors",,,,eng,1,not_applicable,oral ketamine,0.25 mg/kg (reduced to 5 mg),oral,initial administration,initial administration,,,,not_reported,low,label,label,needs_external_id_lookup,needs_external_id_lookup,{},{},NCT00088699,,,,,
normalized,compound and graph entity matched local registry,5-MeO-DMT,,Treatment-resistant depression,5-MeO-DMT,Treatment-resistant depression,BPL-003 (5-MeO-DMT),,Treatment-resistant depression,Treatment-resistant depression,reductions in depressive symptoms as measured by the Montgomery–Åsberg Depression Rating Scale,outcome_measure,Treatment-resistant depression,indication,True,10.20471/dec.2025.61.03.09,BPL-003,compound_disorder,Treatment-resistant depression (TRD),none,Efficacy,Depressive symptoms,positive,Montgomery–Åsberg Depression Rating Scale (MADRS) score reduction,MADRS,patients with treatment-resistant depression (TRD),clinical,Vjekoslav Peitl; Darko Vlahović,2025,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"In a Phase 2b randomized, controlled trial involving 193 patients with TRD, single doses of 8 mg and 12 mg BPL-003 produced rapid and statistically significant reductions in depressive symptoms as measured by the Montgomery–Åsberg Depression Rating Scale. Clinical improvement was evident as early as Day 2 and was sustained through Day 57, with the 8 mg dose demonstrating a favorable balance between efficacy and tolerability. The results were promising: both the 8 mg and 12 mg doses produced rapid and statistically significant improvements in MADRS scores. By Day 2, patients in the active dose groups had already shown substantial reductions in depressive symptoms compared to control. These effects persisted at Day 29 and were largely maintained through Day 57.",full_text_seen,full_text_seen,abstract,"Abstract, C001, F001","randomized, controlled trial (Phase 2b)",,,,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False,Archives of Psychiatry Research,journal-article,2025-12-29,2671-1079,2671-2008,Sestre Milosrdnice University Hospital Center (KBC Sestre milosrdnice),,,,,,193 patients,0.3 mg BPL-003 (control),BPL-003,"8 mg, 12 mg",intranasal,single dose,"Day 2, Day 29, Day 57",,,,not_reported,high,label,label,needs_external_id_lookup,needs_external_id_lookup,{},{},,,,,,
normalized,compound and graph entity matched local registry,S-ketamine,,Anxiety,S-ketamine,Anxiety,esketamine,,anxiety,anxiety,HADS-A scores,therapeutic_indication,Anxiety,indication,True,10.2147/dddt.s565937,Effects of Intravenous Subanesthetic-Dose Esketamine on Early Postoperative Pain in Elderly Patients Undergoing Thoracoscopic Lung Surgery: A Randomized Double-Blind Controlled Trial.,compound_disorder,elderly patients after thoracoscopic lung surgery,not_applicable,score,mood,positive,Hospital Anxiety and Depression Scale - Anxiety subscale (HADS-A) scores,,elderly patients undergoing thoracoscopic pulmonary surgery,clinical,Zhao H; Liu Z; Zhang Y; Liu M; Ning Y; Gao D; Hui K; Ji Q; Zhang L,2025,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"Similarly, the esketamine group showed significantly lower HADS-A (MD: -1; 95% CI: -1 to 0; P =0.004) and HADS-D scores (MD: -1; 95% CI: -2 to -1; P = 0.002) compared with control group at POD1.",full_text_seen,full_text_seen,text,C014,Randomized Controlled Trial,,,,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False,"Drug design, development and therapy",Journal Article | Randomized Controlled Trial,2025-12-18,1177-8881,1177-8881,,"Aged | Aged, 80 and over | Female | Humans | Male | Middle Aged | Administration, Intravenous | Analgesics / administration & dosage | Dose-Response Relationship, Drug | Double-Blind Method | Infusions, Intravenous | Ketamine / administration & dosage | Ketamine / therapeutic use | Lung / surgery | Postoperative Pain / drug therapy | Thoracoscopy",esketamine | multimodal analgesia | postoperative analgesia | sleep | thoracoscopic lung surgery,,,eng,136,normal saline,esketamine,"0.25 mg/kg loading, 0.25 mg/kg/h infusion",intravenous,,POD1,,,,,high,alias,label,needs_external_id_lookup,broad_category_needs_external_id_lookup,{},{},,,,,,
normalized,compound and graph entity matched local registry,S-ketamine,,Depression,S-ketamine,Depression,esketamine,,depression,depression,HADS-D scores,therapeutic_indication,Depression,indication,True,10.2147/dddt.s565937,Effects of Intravenous Subanesthetic-Dose Esketamine on Early Postoperative Pain in Elderly Patients Undergoing Thoracoscopic Lung Surgery: A Randomized Double-Blind Controlled Trial.,compound_disorder,elderly patients after thoracoscopic lung surgery,not_applicable,score,mood,positive,Hospital Anxiety and Depression Scale - Depression subscale (HADS-D) scores,,elderly patients undergoing thoracoscopic pulmonary surgery,clinical,Zhao H; Liu Z; Zhang Y; Liu M; Ning Y; Gao D; Hui K; Ji Q; Zhang L,2025,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"Similarly, the esketamine group showed significantly lower HADS-A (MD: -1; 95% CI: -1 to 0; P =0.004) and HADS-D scores (MD: -1; 95% CI: -2 to -1; P = 0.002) compared with control group at POD1. Moreover, the esketamine group exhibited statistically significant reductions in HADS-D scores compared with the control group on POD3 (MD: -1; 95% CI: -1 to 0; P = 0.015).",full_text_seen,full_text_seen,text,C014,Randomized Controlled Trial,,,,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False,"Drug design, development and therapy",Journal Article | Randomized Controlled Trial,2025-12-18,1177-8881,1177-8881,,"Aged | Aged, 80 and over | Female | Humans | Male | Middle Aged | Administration, Intravenous | Analgesics / administration & dosage | Dose-Response Relationship, Drug | Double-Blind Method | Infusions, Intravenous | Ketamine / administration & dosage | Ketamine / therapeutic use | Lung / surgery | Postoperative Pain / drug therapy | Thoracoscopy",esketamine | multimodal analgesia | postoperative analgesia | sleep | thoracoscopic lung surgery,,,eng,136,normal saline,esketamine,"0.25 mg/kg loading, 0.25 mg/kg/h infusion",intravenous,,POD1 and POD3,,,,,high,alias,label,needs_external_id_lookup,broad_category_needs_external_id_lookup,{},{},,,,,,
