normalization_status,normalization_notes,compound,target,disorder,canonical_compound,canonical_entity,compound_original,target_original,disorder_original,graph_entity_original,raw_entity_label,entity_role,graph_entity_label,graph_entity_type,graph_include_candidate,study_doi,study_title,claim_type,clinical_context_condition,graph_exclusion_reason,outcome_type,outcome_domain,result_direction,outcome_measure,outcome_measure_normalized,population,system,authors,study_year,paper_type,source,source_type,source_family,paper_assessment_route,evidence_strength,support,confidence,needs_human_review,supporting_quote,access_level,source_access_level,evidence_location,evidence_locator,study_design,funding,conflicts_of_interest,risk_of_bias_summary,notes,study_journal,publication_type,publication_date,journal_issn,journal_eissn,publisher,evidence_level,normalization_dataset,normalization_entity_category,compound_match_type,entity_match_type,compound_match_value,entity_match_value,compound_registry_status,entity_registry_status,compound_ids,entity_ids,entity_candidate_label,entity_candidate_score,language,mesh_terms,keywords,trial_registry_ids,funders,grant_ids,related_dois,publication_relations,has_correction,semantic_scholar_id
entity_unmapped,graph entity `Autism` did not match registry,Psilocybin,,Autism,Psilocybin,,,,,,Autism,therapeutic_indication,Autism,indication,True,10.53053/nbdr8957,Going on Trial: Arbaclofen reboot; cell implants; psilocybin microdoses,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,Peter Hess,2023,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.7,False,Going on Trial: Arbaclofen reboot; cell implants; psilocybin microdoses. Going on Trial rounds up new developments in autism-related drug trials. Keywords: Psilocybin | Autism,secondary_summary,abstract_only,abstract,"title, abstract, keywords",secondary_literature,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=mentions; relationship is discussed in secondary literature, not treated as primary evidence",The Transmitter,article,2023-01-01,2770-0976,2770-0976,Simons Foundation,low,disorder,disorders,label,,Psilocybin,Autism,needs_external_id_lookup,,{},{},,0.0,en,,Psilocybin | Reboot | Autism | Clinical trial | Implant | Medicine | Psychology | Physical medicine and rehabilitation | Psychiatry | Hallucinogen | Computer science | Surgery | Internal medicine | Operating system,,,,,,,
normalized,compound and graph entity matched local registry,Ketamine,,Major Depressive Disorder,Ketamine,Major depressive disorder,,,,,Major Depressive Disorder,therapeutic_indication,Major Depressive Disorder,indication,True,10.9734/jammr/2025/v37i85919,Esmethadone in Major Depressive Disorder: Pharmacology and Clinical Evidence,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,Olaniyi David Ogundeji; Nkechinyere M Harry; Akinyemi Akinwumiju; Obianuju Nwauwa; Gibson Anugwom; Samuel Nwaobi,2025,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.9,False,"Esmethadone offers potential advantages over both traditional antidepressants (faster onset, different side effect profile) and other rapid-acting agents like ketamine (oral administration, minimal dissociative effects, no monitoring requirements).",secondary_summary,abstract_only,abstract,abstract,secondary_literature,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Journal of Advances in Medicine and Medical Research,journal-article,2025-08-28,2456-8899,2456-8899,Sciencedomain International,low,disorder,disorders,label,label,Ketamine,Major Depressive Disorder,needs_external_id_lookup,needs_external_id_lookup,{},{},Major depressive disorder,1.0,,,,,,,,,,
normalized,compound and graph entity matched local registry,Esketamine,,Major Depressive Disorder,S-ketamine,Major depressive disorder,,,,,Major Depressive Disorder,therapeutic_indication,Major Depressive Disorder,indication,True,10.9734/jammr/2025/v37i85919,Esmethadone in Major Depressive Disorder: Pharmacology and Clinical Evidence,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,Olaniyi David Ogundeji; Nkechinyere M Harry; Akinyemi Akinwumiju; Obianuju Nwauwa; Gibson Anugwom; Samuel Nwaobi,2025,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.9,False,"For patients requiring a more rapid response than traditional antidepressants provide but unable or unwilling to undergo ketamine or esketamine treatment, esmethadone may represent a valuable option.",secondary_summary,abstract_only,abstract,abstract,secondary_literature,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Journal of Advances in Medicine and Medical Research,journal-article,2025-08-28,2456-8899,2456-8899,Sciencedomain International,low,disorder,disorders,alias,label,Esketamine,Major Depressive Disorder,needs_external_id_lookup,needs_external_id_lookup,{},{},Major depressive disorder,1.0,,,,,,,,,,
normalized,compound and graph entity matched local registry,ketamine,,major depressive disorder,Ketamine,Major depressive disorder,,,,,major depressive disorder,therapeutic_indication,major depressive disorder,indication,True,10.1007/978-981-32-9271-0_15,Potential Anti-Depressive Treatment Maneuvers from Bench to Bedside,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,Min Cai; Huaning Wang; Xia Zhang,2019,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.9,False,"some of them would be a routine clinical practice which is usable in the treatment of MDD, such as ketamine.",secondary_summary,abstract_only,abstract,abstract,review,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=reviews; relationship is discussed in secondary literature, not treated as primary evidence",Advances in experimental medicine and biology,book-chapter,2019-01-01,0065-2598,2214-8019,Springer Singapore,low,disorder,disorders,label,label,ketamine,major depressive disorder,needs_external_id_lookup,needs_external_id_lookup,{},{},Major depressive disorder,1.0,eng,Antidepressive Agents / therapeutic use | Clinical Trials as Topic | Major Depressive Disorder / therapy | Humans,Anti-inflammation | Ketamine | Neurotransmitters | Novel pharmacological antidepressants,,,,,,,
normalized,compound and graph entity matched local registry,MDMA,,PTSD,MDMA,Post-traumatic stress disorder,,,,,PTSD,therapeutic_indication,PTSD,indication,True,10.1007/s11920-023-01446-4,"Psychedelic-Assisted Therapy in Military and Veterans Healthcare Systems: Clinical, Legal, and Implementation Considerations",compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,Aaron S. Wolfgang; Charles W. Hoge,2023,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,"3,4-Methylenedioxymethamphetamine (MDMA)- and psilocybin-assisted therapy have shown promising outcomes in efficacy, safety, tolerability, and durability for PTSD and depression, respectively.",secondary_summary,abstract_only,abstract,abstract,Review,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Current Psychiatry Reports,journal-article,2023-09-08,1523-3812,1535-1645,Springer Science and Business Media LLC,low,disorder,disorders,label,alias,MDMA,PTSD,needs_external_id_lookup,needs_external_id_lookup,{},{},Post-traumatic stress disorder,1.0,eng,"United States | Humans | Veterans | Hallucinogens / therapeutic use | N-Methyl-3,4-methylenedioxyamphetamine / therapeutic use | Psilocybin / therapeutic use | United States Department of Veterans Affairs | Delivery of Health Care",MDMA | Military | Psilocybin | Psychedelics | Review | Veterans,NCT04264026 | NCT04077437,,,,,,
normalized,compound and graph entity matched local registry,Psilocybin,,depression,Psilocybin,Depression,,,,,depression,therapeutic_indication,depression,indication,True,10.1007/s11920-023-01446-4,"Psychedelic-Assisted Therapy in Military and Veterans Healthcare Systems: Clinical, Legal, and Implementation Considerations",compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,Aaron S. Wolfgang; Charles W. Hoge,2023,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,"3,4-Methylenedioxymethamphetamine (MDMA)- and psilocybin-assisted therapy have shown promising outcomes in efficacy, safety, tolerability, and durability for PTSD and depression, respectively.",secondary_summary,abstract_only,abstract,abstract,Review,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Current Psychiatry Reports,journal-article,2023-09-08,1523-3812,1535-1645,Springer Science and Business Media LLC,low,disorder,disorders,label,label,Psilocybin,depression,needs_external_id_lookup,broad_category_needs_external_id_lookup,{},{},Depression,1.0,eng,"United States | Humans | Veterans | Hallucinogens / therapeutic use | N-Methyl-3,4-methylenedioxyamphetamine / therapeutic use | Psilocybin / therapeutic use | United States Department of Veterans Affairs | Delivery of Health Care",MDMA | Military | Psilocybin | Psychedelics | Review | Veterans,NCT04264026 | NCT04077437,,,,,,
normalized,compound and graph entity matched local registry,Ketamine,,major depressive disorder,Ketamine,Major depressive disorder,,,,,major depressive disorder,therapeutic_indication,major depressive disorder,indication,True,10.1007/s40265-017-0702-8,Ketamine and Beyond: Investigations into the Potential of Glutamatergic Agents to Treat Depression,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,Marc S. Lener; Bashkim Kadriu; Carlos A. Zarate,2017,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,"In clinical studies of individuals with major depressive disorder and bipolar depression, rapid reductions in depressive symptoms have been observed in response to subanesthetic-dose ketamine",secondary_summary,abstract_only,abstract,abstract,review,Intramural NIH HHS,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Drugs,journal-article,2017-02-13,0012-6667,1179-1950,Springer Science and Business Media LLC,low,disorder,disorders,label,label,Ketamine,major depressive disorder,needs_external_id_lookup,needs_external_id_lookup,{},{},Major depressive disorder,1.0,eng,Depression / drug therapy | Excitatory Amino Acid Agents / administration & dosage | Excitatory Amino Acid Agents / therapeutic use | Humans | Ketamine / administration & dosage | Ketamine / therapeutic use,,,Intramural NIH HHS,Z01 MH002857 | Z99 MH999999 | ZIA MH002857,,,,
normalized,compound and graph entity matched local registry,Ketamine,,bipolar depression,Ketamine,Bipolar depression,,,,,bipolar depression,therapeutic_indication,bipolar depression,indication,True,10.1007/s40265-017-0702-8,Ketamine and Beyond: Investigations into the Potential of Glutamatergic Agents to Treat Depression,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,Marc S. Lener; Bashkim Kadriu; Carlos A. Zarate,2017,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,"In clinical studies of individuals with major depressive disorder and bipolar depression, rapid reductions in depressive symptoms have been observed in response to subanesthetic-dose ketamine",secondary_summary,abstract_only,abstract,abstract,review,Intramural NIH HHS,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Drugs,journal-article,2017-02-13,0012-6667,1179-1950,Springer Science and Business Media LLC,low,disorder,disorders,label,label,Ketamine,bipolar depression,needs_external_id_lookup,needs_external_id_lookup,{},{},Bipolar depression,1.0,eng,Depression / drug therapy | Excitatory Amino Acid Agents / administration & dosage | Excitatory Amino Acid Agents / therapeutic use | Humans | Ketamine / administration & dosage | Ketamine / therapeutic use,,,Intramural NIH HHS,Z01 MH002857 | Z99 MH999999 | ZIA MH002857,,,,
normalized,compound and graph entity matched local registry,Esketamine,,depression,S-ketamine,Depression,,,,,depression,therapeutic_indication,depression,indication,True,10.1007/s40265-017-0702-8,Ketamine and Beyond: Investigations into the Potential of Glutamatergic Agents to Treat Depression,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,Marc S. Lener; Bashkim Kadriu; Carlos A. Zarate,2017,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,"This review highlights the evidence supporting the antidepressant effects of subanesthetic-dose ketamine as well as other glutamatergic modulators, such as D-cycloserine, riluzole, CP-101,606, CERC-301 (previously known as MK-0657), basimglurant, JNJ-40411813, dextromethorphan, nitrous oxide, GLYX-13, and esketamine.",secondary_summary,abstract_only,abstract,abstract,review,Intramural NIH HHS,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Drugs,journal-article,2017-02-13,0012-6667,1179-1950,Springer Science and Business Media LLC,low,disorder,disorders,alias,label,Esketamine,depression,needs_external_id_lookup,broad_category_needs_external_id_lookup,{},{},Depression,1.0,eng,Depression / drug therapy | Excitatory Amino Acid Agents / administration & dosage | Excitatory Amino Acid Agents / therapeutic use | Humans | Ketamine / administration & dosage | Ketamine / therapeutic use,,,Intramural NIH HHS,Z01 MH002857 | Z99 MH999999 | ZIA MH002857,,,,
compound_unmapped,compound `D-cycloserine` did not match registry,D-cycloserine,,depression,,Depression,,,,,depression,therapeutic_indication,depression,indication,True,10.1007/s40265-017-0702-8,Ketamine and Beyond: Investigations into the Potential of Glutamatergic Agents to Treat Depression,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,Marc S. Lener; Bashkim Kadriu; Carlos A. Zarate,2017,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,"This review highlights the evidence supporting the antidepressant effects of subanesthetic-dose ketamine as well as other glutamatergic modulators, such as D-cycloserine, riluzole, CP-101,606, CERC-301 (previously known as MK-0657), basimglurant, JNJ-40411813, dextromethorphan, nitrous oxide, GLYX-13, and esketamine.",secondary_summary,abstract_only,abstract,abstract,review,Intramural NIH HHS,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Drugs,journal-article,2017-02-13,0012-6667,1179-1950,Springer Science and Business Media LLC,low,disorder,disorders,,label,D-cycloserine,depression,,broad_category_needs_external_id_lookup,{},{},Depression,1.0,eng,Depression / drug therapy | Excitatory Amino Acid Agents / administration & dosage | Excitatory Amino Acid Agents / therapeutic use | Humans | Ketamine / administration & dosage | Ketamine / therapeutic use,,,Intramural NIH HHS,Z01 MH002857 | Z99 MH999999 | ZIA MH002857,,,,
normalized,compound and graph entity matched local registry,psilocybin,,anxiety,Psilocybin,Anxiety,,,,,anxiety,therapeutic_indication,anxiety,indication,True,10.1016/b978-0-444-64125-0.00049-9,Classic psychedelics as therapeutics for psychiatric disorders,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,C. Nichols; P. Hendricks,2020,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,"There are now data from several clinical trials approved by the proper regulatory agencies in the United States, Europe, and elsewhere, suggesting safety and potentially profound efficacy to treat a variety of psychiatric disorders including anxiety, depression, and addiction.",secondary_summary,abstract_only,abstract,Abstract,review of clinical trials,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Handbook of behavioral neuroscience,book-chapter,2020-01-01,1569-7339,2212-1080,Elsevier,low,disorder,disorders,label,label,psilocybin,anxiety,needs_external_id_lookup,broad_category_needs_external_id_lookup,{},{},Anxiety,1.0,en,,Psychology | external | s2-fos-model | Medicine,,,,,,,69c7dbcb3af8ef23916f31ded686d01d17c145cb
normalized,compound and graph entity matched local registry,psilocybin,,depression,Psilocybin,Depression,,,,,depression,therapeutic_indication,depression,indication,True,10.1016/b978-0-444-64125-0.00049-9,Classic psychedelics as therapeutics for psychiatric disorders,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,C. Nichols; P. Hendricks,2020,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,"There are now data from several clinical trials approved by the proper regulatory agencies in the United States, Europe, and elsewhere, suggesting safety and potentially profound efficacy to treat a variety of psychiatric disorders including anxiety, depression, and addiction.",secondary_summary,abstract_only,abstract,Abstract,review of clinical trials,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Handbook of behavioral neuroscience,book-chapter,2020-01-01,1569-7339,2212-1080,Elsevier,low,disorder,disorders,label,label,psilocybin,depression,needs_external_id_lookup,broad_category_needs_external_id_lookup,{},{},Depression,1.0,en,,Psychology | external | s2-fos-model | Medicine,,,,,,,69c7dbcb3af8ef23916f31ded686d01d17c145cb
entity_unmapped,graph entity `addiction` did not match registry,psilocybin,,addiction,Psilocybin,,,,,,addiction,therapeutic_indication,addiction,indication,True,10.1016/b978-0-444-64125-0.00049-9,Classic psychedelics as therapeutics for psychiatric disorders,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,C. Nichols; P. Hendricks,2020,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,"There are now data from several clinical trials approved by the proper regulatory agencies in the United States, Europe, and elsewhere, suggesting safety and potentially profound efficacy to treat a variety of psychiatric disorders including anxiety, depression, and addiction.",secondary_summary,abstract_only,abstract,Abstract,review of clinical trials,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Handbook of behavioral neuroscience,book-chapter,2020-01-01,1569-7339,2212-1080,Elsevier,low,disorder,disorders,label,,psilocybin,addiction,needs_external_id_lookup,,{},{},opioid addiction,0.72,en,,Psychology | external | s2-fos-model | Medicine,,,,,,,69c7dbcb3af8ef23916f31ded686d01d17c145cb
normalized,compound and graph entity matched local registry,esketamine,,treatment-resistant depression,S-ketamine,Treatment-resistant depression,,,,,treatment-resistant depression,therapeutic_indication,treatment-resistant depression,indication,True,10.1016/j.jad.2026.121257,Systematic review and meta-analysis of intranasal esketamine for treatment-resistant depression: Evidence from real-world studies,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,Clara de Oliveira Lapa; Thiago Viola; Rodrigo Delfino; Luiza Dutra; Gabriela Rubira; Rafaela Jung Kurtz Rodrigues; Sayra Catalina Coral; J. Antoni Ramos-Quiroga; Lucas Spanemberg,2026,meta_analysis,doi,meta_analysis,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,"This systematic review and meta-analysis aimed to synthesize real-world evidence of intranasal esketamine in patients with treatment-resistant depression. METHODS: A systematic search was conducted in PubMed, Embase, and PsycINFO up to April 2025 to identify observational studies reporting clinical outcomes of intranasal esketamine in adults with treatment-resistant depression. Standardized mean changes in depressive symptoms and odds ratios for remission were calculated. Random-effects meta-analyses were performed, followed by meta-regression to explore potential moderators. The study protocol was prospectively registered in PROSPERO (CRD420251025075). RESULTS: Nine studies were included in the final synthesis. The analyses demonstrated that intranasal esketamine showed substantial effectiveness, with an effect size of Hedges' g = -1.98 (95% CI -2.94 to -1.03; p < 0.0001). Patients were about five times more likely to achieve remission at three months compared with the induction phase (OR = 5.1, 95% CI 2.29-11.39).",secondary_summary,abstract_only,abstract,abstract,Systematic review and meta-analysis of observational studies,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=reviews; relationship is discussed in secondary literature, not treated as primary evidence",Journal of Affective Disorders,journal-article,2026-01-28,0165-0327,1573-2517,Elsevier BV,low,disorder,disorders,alias,label,esketamine,treatment-resistant depression,needs_external_id_lookup,needs_external_id_lookup,{},{},Treatment-resistant depression,1.0,eng,"Humans | Ketamine / administration & dosage | Ketamine / therapeutic use | Ketamine / adverse effects | Depressive Disorder, Treatment-Resistant / drug therapy | Administration, Intranasal | Antidepressive Agents / administration & dosage | Antidepressive Agents / adverse effects | Treatment Outcome | Adult",Esketamine | Intranasal | Meta-analysis | Real-world evidence | Systematic review | Treatment-resistant depression,PROSPERO (CRD420251025075),,,,,,
entity_unmapped,graph entity `adverse events` did not match registry,esketamine,,adverse events,S-ketamine,,,,,,adverse events,therapeutic_indication,adverse events,indication,True,10.1016/j.jad.2026.121257,Systematic review and meta-analysis of intranasal esketamine for treatment-resistant depression: Evidence from real-world studies,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,Clara de Oliveira Lapa; Thiago Viola; Rodrigo Delfino; Luiza Dutra; Gabriela Rubira; Rafaela Jung Kurtz Rodrigues; Sayra Catalina Coral; J. Antoni Ramos-Quiroga; Lucas Spanemberg,2026,meta_analysis,doi,meta_analysis,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,"The pooled prevalence of any adverse event, based on studies that reported safety data, was 82% (95% CI 69-92). The most frequent was dissociation, reported in 49% of patients (95% CI 37-62).",secondary_summary,abstract_only,abstract,abstract,Systematic review and meta-analysis of observational studies,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=reviews; relationship is discussed in secondary literature, not treated as primary evidence",Journal of Affective Disorders,journal-article,2026-01-28,0165-0327,1573-2517,Elsevier BV,low,disorder,disorders,alias,,esketamine,adverse events,needs_external_id_lookup,,{},{},Depression,0.4167,eng,"Humans | Ketamine / administration & dosage | Ketamine / therapeutic use | Ketamine / adverse effects | Depressive Disorder, Treatment-Resistant / drug therapy | Administration, Intranasal | Antidepressive Agents / administration & dosage | Antidepressive Agents / adverse effects | Treatment Outcome | Adult",Esketamine | Intranasal | Meta-analysis | Real-world evidence | Systematic review | Treatment-resistant depression,PROSPERO (CRD420251025075),,,,,,
compound_class_not_graphable,compound is a broad class or multi-compound label; v1 graph uses specific compound nodes only,psychedelic treatments,,psychiatric and addictive disorders,,,,,,,psychiatric and addictive disorders,therapeutic_indication,psychiatric and addictive disorders,indication,True,10.1016/j.jpsychires.2021.03.002,Clinical and biological predictors of psychedelic response in the treatment of psychiatric and addictive disorders: A systematic review,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,Bruno Romeo; Marianne Hermand; Amélie Pétillion; Laurent Karila; Amine Benyamina,2021,systematic_review,doi,systematic_review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,The use of psychedelic treatments has shown very promising results in some psychiatric and addictive disorders,secondary_summary,abstract_only,abstract,abstract,systematic review,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=reviews; relationship is discussed in secondary literature, not treated as primary evidence",Journal of Psychiatric Research,journal-article,2021-03-07,0022-3956,1879-1379,Elsevier BV,low,disorder,disorders,,,psychedelic treatments,psychiatric and addictive disorders,,,{},{},Social anxiety disorder,0.6207,eng,"Anxiety | Anxiety Disorders / drug therapy | Behavior, Addictive | Hallucinogens / pharmacology | Hallucinogens / therapeutic use | Humans | Psilocybin / therapeutic use",Addictive disorders | Ayahuasca | Psilocybin | Psychedelics | Psychiatric disorders,,,,,,,
compound_class_not_graphable,compound is a broad class or multi-compound label; v1 graph uses specific compound nodes only,psychedelics,,addictive disorder,,,,,,,addictive disorder,therapeutic_indication,addictive disorder,indication,True,10.1016/j.jpsychires.2021.03.002,Clinical and biological predictors of psychedelic response in the treatment of psychiatric and addictive disorders: A systematic review,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,Bruno Romeo; Marianne Hermand; Amélie Pétillion; Laurent Karila; Amine Benyamina,2021,systematic_review,doi,systematic_review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,"Twenty studies investigating addictive disorder, treatment-resistant depression, obsessive-compulsive disorder and depressive and anxiety symptoms in patients with life-threatening cancer were included in this review.",secondary_summary,abstract_only,abstract,abstract,systematic review,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=reviews; relationship is discussed in secondary literature, not treated as primary evidence",Journal of Psychiatric Research,journal-article,2021-03-07,0022-3956,1879-1379,Elsevier BV,low,disorder,disorders,,,psychedelics,addictive disorder,,,{},{},eating disorder,0.7273,eng,"Anxiety | Anxiety Disorders / drug therapy | Behavior, Addictive | Hallucinogens / pharmacology | Hallucinogens / therapeutic use | Humans | Psilocybin / therapeutic use",Addictive disorders | Ayahuasca | Psilocybin | Psychedelics | Psychiatric disorders,,,,,,,
compound_class_not_graphable,compound is a broad class or multi-compound label; v1 graph uses specific compound nodes only,psychedelics,,treatment-resistant depression,,Treatment-resistant depression,,,,,treatment-resistant depression,therapeutic_indication,treatment-resistant depression,indication,True,10.1016/j.jpsychires.2021.03.002,Clinical and biological predictors of psychedelic response in the treatment of psychiatric and addictive disorders: A systematic review,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,Bruno Romeo; Marianne Hermand; Amélie Pétillion; Laurent Karila; Amine Benyamina,2021,systematic_review,doi,systematic_review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,"Twenty studies investigating addictive disorder, treatment-resistant depression, obsessive-compulsive disorder and depressive and anxiety symptoms in patients with life-threatening cancer were included in this review.",secondary_summary,abstract_only,abstract,abstract,systematic review,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=reviews; relationship is discussed in secondary literature, not treated as primary evidence",Journal of Psychiatric Research,journal-article,2021-03-07,0022-3956,1879-1379,Elsevier BV,low,disorder,disorders,,label,psychedelics,treatment-resistant depression,,needs_external_id_lookup,{},{},Treatment-resistant depression,1.0,eng,"Anxiety | Anxiety Disorders / drug therapy | Behavior, Addictive | Hallucinogens / pharmacology | Hallucinogens / therapeutic use | Humans | Psilocybin / therapeutic use",Addictive disorders | Ayahuasca | Psilocybin | Psychedelics | Psychiatric disorders,,,,,,,
compound_class_not_graphable,compound is a broad class or multi-compound label; v1 graph uses specific compound nodes only,psychedelics,,obsessive-compulsive disorder,,Obsessive-compulsive disorder,,,,,obsessive-compulsive disorder,therapeutic_indication,obsessive-compulsive disorder,indication,True,10.1016/j.jpsychires.2021.03.002,Clinical and biological predictors of psychedelic response in the treatment of psychiatric and addictive disorders: A systematic review,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,Bruno Romeo; Marianne Hermand; Amélie Pétillion; Laurent Karila; Amine Benyamina,2021,systematic_review,doi,systematic_review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,"Twenty studies investigating addictive disorder, treatment-resistant depression, obsessive-compulsive disorder and depressive and anxiety symptoms in patients with life-threatening cancer were included in this review.",secondary_summary,abstract_only,abstract,abstract,systematic review,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=reviews; relationship is discussed in secondary literature, not treated as primary evidence",Journal of Psychiatric Research,journal-article,2021-03-07,0022-3956,1879-1379,Elsevier BV,low,disorder,disorders,,label,psychedelics,obsessive-compulsive disorder,,needs_external_id_lookup,{},{},Obsessive-compulsive disorder,1.0,eng,"Anxiety | Anxiety Disorders / drug therapy | Behavior, Addictive | Hallucinogens / pharmacology | Hallucinogens / therapeutic use | Humans | Psilocybin / therapeutic use",Addictive disorders | Ayahuasca | Psilocybin | Psychedelics | Psychiatric disorders,,,,,,,
compound_class_not_graphable,compound is a broad class or multi-compound label; v1 graph uses specific compound nodes only,psychedelics,,depressive and anxiety symptoms,,,,,,,depressive and anxiety symptoms,therapeutic_indication,depressive and anxiety symptoms,indication,True,10.1016/j.jpsychires.2021.03.002,Clinical and biological predictors of psychedelic response in the treatment of psychiatric and addictive disorders: A systematic review,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,Bruno Romeo; Marianne Hermand; Amélie Pétillion; Laurent Karila; Amine Benyamina,2021,systematic_review,doi,systematic_review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,"Twenty studies investigating addictive disorder, treatment-resistant depression, obsessive-compulsive disorder and depressive and anxiety symptoms in patients with life-threatening cancer were included in this review.",secondary_summary,abstract_only,abstract,abstract,systematic review,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=reviews; relationship is discussed in secondary literature, not treated as primary evidence",Journal of Psychiatric Research,journal-article,2021-03-07,0022-3956,1879-1379,Elsevier BV,low,disorder,disorders,,,psychedelics,depressive and anxiety symptoms,,,{},{},depressive symptoms,0.76,eng,"Anxiety | Anxiety Disorders / drug therapy | Behavior, Addictive | Hallucinogens / pharmacology | Hallucinogens / therapeutic use | Humans | Psilocybin / therapeutic use",Addictive disorders | Ayahuasca | Psilocybin | Psychedelics | Psychiatric disorders,,,,,,,
