normalization_status,normalization_notes,compound,target,disorder,canonical_compound,canonical_entity,compound_original,target_original,disorder_original,graph_entity_original,raw_entity_label,entity_role,graph_entity_label,graph_entity_type,graph_include_candidate,study_doi,study_title,claim_type,clinical_context_condition,graph_exclusion_reason,mechanism_type,assay_type,assay_family,action_type,affinity_type,affinity_value,affinity_unit,result_direction,species,model_or_system,system,authors,study_year,paper_type,source,source_type,source_family,paper_assessment_route,evidence_strength,support,confidence,needs_human_review,supporting_quote,access_level,evidence_location,evidence_locator,study_design,funding,conflicts_of_interest,risk_of_bias_summary,notes,study_journal,publication_type,publication_date,journal_issn,journal_eissn,mesh_terms,keywords,language,sample_size_total,sample_size_by_arm,comparator,intervention_or_exposure,dose,route,session_count_or_duration,primary_outcome,outcome_measure,timepoint,effect_size,p_value,confidence_interval,adverse_events,evidence_level,normalization_dataset,normalization_entity_category,compound_match_type,entity_match_type,compound_match_value,entity_match_value,compound_registry_status,entity_registry_status,compound_ids,entity_ids,entity_candidate_label,entity_candidate_score,publisher,trial_registry_ids,funders,grant_ids,related_dois,publication_relations,semantic_scholar_id
compound_unmapped,"compound `LSD, psilocin, 5-MeO-DMT, DET` did not match registry","LSD, psilocin, 5-MeO-DMT, DET",5-HT2A receptor Gq signaling,,,,,,,,5-HT 2A R-Gq signaling E MAX,molecular_target,5-HT2A receptor Gq signaling,target,True,10.1038/s41467-023-44016-1,Identification of 5-HT2A receptor signaling pathways associated with psychedelic potential,compound_target,not_applicable,not_applicable,agonist,BRET assay,,agonist,Other,74.1-98.8%,% 5-HT E MAX,not_applicable,human,HEK293T cells,in_vitro,Jason Wallach; Andrew B. Cao; Maggie M. Calkins; Andrew J. Heim; Janelle K. Lanham; Emma M. Bonniwell; Joseph J. Hennessey; Hailey A. Bock; Emilie I. Anderson; Alexander M. Sherwood,2023,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"The psychedelic 5-HT 2A R agonists LSD, psilocin, 5-MeO-DMT, and DET activate 5-HT 2A R-Gq signaling with E MAX ranging from 74.1-98.8% (Fig. 7A ) and induce the HTR (Fig. 7B ). Conversely, the nonpsychedelic 5-HT 2A R agonists lisuride, 2-Br-LSD, 6-F-DET, and 6-MeO-DMT activate 5-HT 2A R-Gq signaling with E MAX < 70% (Fig. 7A ) and do not induce head twitches (Fig. 7B ).",full_text_seen,text,Chunk C012,experimental,,,,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False,Nature Communications,journal-article,2023-12-15,2041-1723,2041-1723,"Male | Animals | Mice | Hallucinogens / pharmacology | Receptor, Serotonin, 5-HT2A | Serotonin | Signal Transduction | beta-Arrestins | Ligands",,eng,,,,,,,,,,,,,,,medium,mechanistic,targets,,,"LSD, psilocin, 5-MeO-DMT, DET",5-HT2A receptor Gq signaling,,,{},{},,0.0,Springer Science and Business Media LLC,,NIDA NIH HHS | NIGMS NIH HHS,R01 DA041336 | R35 GM133421,10.1101/2023.07.29.551106,UpdateOf PMID:37577474 bioRxiv. 2023 Jul 31:2023.07.29.551106. doi: 10.1101/2023.07.29.551106.,
normalized,compound and graph entity matched local registry,Salvinorin-A,kappa-opioid receptor,,Salvinorin A,kappa opioid receptor (OPRK1),,,,,kappa-opioid receptor,molecular_target,kappa-opioid receptor,target,True,10.1093/ijnp/pyv065,"Salvinorin-A Induces Intense Dissociative Effects, Blocking External Sensory Perception and Modulating Interoception and Sense of Body Ownership in Humans.",compound_target,not_applicable,not_reported,agonist,functional assay,receptor pharmacology,agonist,,,,not_applicable,not_reported,not_reported,in_vitro,Maqueda AE; Valle M; Addy PH; Antonijoan RM; Puntes M; Coimbra J; Ballester MR; Garrido M; González M; Claramunt J,2015,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"Salvinorin-A is a terpene with agonist properties at the kappa-opioid receptor, the binding site of endogenous dynorphins.",full_text_seen,abstract,Abstract,not_applicable,NIDA NIH HHS,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False,The international journal of neuropsychopharmacology,"Journal Article | Research Support, Non-U.S. Gov't",2015-06-05,1461-1457,1469-5111,"Adult | Auditory Perception / drug effects | Consciousness / drug effects | Diterpenes, Clerodane / administration & dosage | Dose-Response Relationship, Drug | Double-Blind Method | Female | Hallucinations / chemically induced | Humans | Interoception / drug effects | Male | Narration | Ownership | Psychotropic Drugs / administration & dosage | Self Concept | Visual Perception / drug effects | Young Adult",Body ownership | dissociative effects | dynorphins | human | interoception | kappa opioid receptor | salvia divinorum. | salvinorin-A,eng,,,,,,,,,,,,,,,medium,mechanistic,targets,label,alias,Salvinorin-A,kappa-opioid receptor,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""OPRK1""}",kappa opioid receptor (OPRK1),1.0,,,NIDA NIH HHS,R01 DA003889,,,
entity_unmapped,graph entity `5-HT2A/2C receptor` did not match registry,DOI,5-HT2A/2C receptor,,DOI,,,,,,5-HT2A/2C receptor,molecular_target,5-HT2A/2C receptor,target,True,10.1111/j.1476-5381.1994.tb16176.x,On the nature of the 5‐HT receptor subtype inhibiting acetylcholine release in the guinea‐pig ileum,compound_target,not_applicable,not_applicable,agonist,Functional assay (tritium overflow/acetylcholine release),functional_activity,agonist,Other,1.0,microM,not_applicable,Guinea-pig,Longitudinal muscle-myenteric plexus preparation from guinea-pig ileum,in_vitro,M.J. Ramírez; J. Del Río; E. Cenarruzabeitia; B. Lasheras,1994,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,"The 5-HT2A/2C agonist DOI (1 microM) inhibited the tritium overflow while 8-OH-DPAT, sumatriptan and ketanserin (1 microM each) were without effect on the senktide-induced tritium efflux. ... The 5-HT2A/2C receptor agonist, DOI, was able to reduce the senktide-induced 3H-overflow. ... DOI 1 microM 54.7 ± 8.2*",full_text_seen,mixed,"Abstract, C001, C006, T001",in_vitro_experiment,not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,British Journal of Pharmacology,journal-article,1994-09-01,0007-1188,1476-5381,"Acetylcholine / metabolism | Animals | Female | Guinea Pigs | Ileum / drug effects | Ileum / metabolism | In Vitro Techniques | Male | Muscle Contraction / drug effects | Muscle, Smooth / drug effects | Muscle, Smooth / metabolism | Myenteric Plexus / drug effects | Myenteric Plexus / metabolism | Neurokinin B / pharmacology | Peptide Fragments / antagonists & inhibitors | Peptide Fragments / pharmacology | Receptors, Neurokinin-3 / agonists | Receptors, Serotonin / drug effects | Receptors, Serotonin / metabolism | Serotonin Antagonists / pharmacology | Serotonin Receptor Agonists / pharmacology | Substance P / analogs & derivatives | Substance P / antagonists & inhibitors | Substance P / pharmacology",,eng,,,,,,,,,,,,,,,high,mechanistic,targets,label,,DOI,5-HT2A/2C receptor,needs_external_id_lookup,,{},{},,0.0,Wiley,not_reported,,,,,
compound_unmapped,compound `8-OH-DPAT` did not match registry,8-OH-DPAT,5-HT1A receptor,,,5-HT1A,,,,,5-HT1A receptor,molecular_target,5-HT1A receptor,target,True,10.1111/j.1476-5381.1994.tb16176.x,On the nature of the 5‐HT receptor subtype inhibiting acetylcholine release in the guinea‐pig ileum,compound_target,not_applicable,not_applicable,agonist,Functional assay (tritium overflow/acetylcholine release),functional_activity,agonist,Other,1.0,microM,not_applicable,Guinea-pig,Longitudinal muscle-myenteric plexus preparation from guinea-pig ileum,in_vitro,M.J. Ramírez; J. Del Río; E. Cenarruzabeitia; B. Lasheras,1994,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,"The 5-HT2A/2C agonist DOI (1 microM) inhibited the tritium overflow while 8-OH-DPAT, sumatriptan and ketanserin (1 microM each) were without effect on the senktide-induced tritium efflux. ... 8-OH-DPAT, a 5-HTA receptor agonist, and sumatriptan, a 5-HTID receptor agonist, also at a 1 AM con- centration, had no effect on the tritium overflow. ... 8-OH-DPAT 1 AM 106.8 ± 15.2",full_text_seen,mixed,"Abstract, C001, C006, T001",in_vitro_experiment,not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,British Journal of Pharmacology,journal-article,1994-09-01,0007-1188,1476-5381,"Acetylcholine / metabolism | Animals | Female | Guinea Pigs | Ileum / drug effects | Ileum / metabolism | In Vitro Techniques | Male | Muscle Contraction / drug effects | Muscle, Smooth / drug effects | Muscle, Smooth / metabolism | Myenteric Plexus / drug effects | Myenteric Plexus / metabolism | Neurokinin B / pharmacology | Peptide Fragments / antagonists & inhibitors | Peptide Fragments / pharmacology | Receptors, Neurokinin-3 / agonists | Receptors, Serotonin / drug effects | Receptors, Serotonin / metabolism | Serotonin Antagonists / pharmacology | Serotonin Receptor Agonists / pharmacology | Substance P / analogs & derivatives | Substance P / antagonists & inhibitors | Substance P / pharmacology",,eng,,,,,,,,,,,,,,,high,mechanistic,targets,,target_variant,8-OH-DPAT,5-HT1A receptor,,needs_external_id_lookup,{},"{""gene_symbol"": ""HTR1A""}",5-HT1A,1.0,Wiley,not_reported,,,,,
compound_unmapped,compound `Sumatriptan` did not match registry,Sumatriptan,5-HT1D receptor,,,,,,,,5-HT1D receptor,molecular_target,5-HT1D receptor,target,True,10.1111/j.1476-5381.1994.tb16176.x,On the nature of the 5‐HT receptor subtype inhibiting acetylcholine release in the guinea‐pig ileum,compound_target,not_applicable,not_applicable,agonist,Functional assay (tritium overflow/acetylcholine release),functional_activity,agonist,Other,1.0,microM,not_applicable,Guinea-pig,Longitudinal muscle-myenteric plexus preparation from guinea-pig ileum,in_vitro,M.J. Ramírez; J. Del Río; E. Cenarruzabeitia; B. Lasheras,1994,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,"The 5-HT2A/2C agonist DOI (1 microM) inhibited the tritium overflow while 8-OH-DPAT, sumatriptan and ketanserin (1 microM each) were without effect on the senktide-induced tritium efflux. ... 8-OH-DPAT, a 5-HTA receptor agonist, and sumatriptan, a 5-HTID receptor agonist, also at a 1 AM con- centration, had no effect on the tritium overflow. ... Sumatriptan 1 AM 99.4 ± 10.4",full_text_seen,mixed,"Abstract, C001, C006, T001",in_vitro_experiment,not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,British Journal of Pharmacology,journal-article,1994-09-01,0007-1188,1476-5381,"Acetylcholine / metabolism | Animals | Female | Guinea Pigs | Ileum / drug effects | Ileum / metabolism | In Vitro Techniques | Male | Muscle Contraction / drug effects | Muscle, Smooth / drug effects | Muscle, Smooth / metabolism | Myenteric Plexus / drug effects | Myenteric Plexus / metabolism | Neurokinin B / pharmacology | Peptide Fragments / antagonists & inhibitors | Peptide Fragments / pharmacology | Receptors, Neurokinin-3 / agonists | Receptors, Serotonin / drug effects | Receptors, Serotonin / metabolism | Serotonin Antagonists / pharmacology | Serotonin Receptor Agonists / pharmacology | Substance P / analogs & derivatives | Substance P / antagonists & inhibitors | Substance P / pharmacology",,eng,,,,,,,,,,,,,,,high,mechanistic,targets,,,Sumatriptan,5-HT1D receptor,,,{},{},,0.0,Wiley,not_reported,,,,,
compound_unmapped,compound `Ketanserin` did not match registry,Ketanserin,5-HT2A receptor,,,5-HT2A,,,,,5-HT2A receptor,molecular_target,5-HT2A receptor,target,True,10.1111/j.1476-5381.1994.tb16176.x,On the nature of the 5‐HT receptor subtype inhibiting acetylcholine release in the guinea‐pig ileum,compound_target,not_applicable,not_applicable,antagonist,Functional assay (tritium overflow/acetylcholine release),functional_activity,antagonist,Other,1.0,microM,not_applicable,Guinea-pig,Longitudinal muscle-myenteric plexus preparation from guinea-pig ileum,in_vitro,M.J. Ramírez; J. Del Río; E. Cenarruzabeitia; B. Lasheras,1994,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,"The 5-HT2A/2C agonist DOI (1 microM) inhibited the tritium overflow while 8-OH-DPAT, sumatriptan and ketanserin (1 microM each) were without effect on the senktide-induced tritium efflux. ... Ketanserin, 1 AM, a specific 5-HT2A antagonist, was without effect on the 3H-efflux. ... Ketanserin 1 AM 94.3 ± 15.3",full_text_seen,mixed,"Abstract, C001, C006, T001",in_vitro_experiment,not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,British Journal of Pharmacology,journal-article,1994-09-01,0007-1188,1476-5381,"Acetylcholine / metabolism | Animals | Female | Guinea Pigs | Ileum / drug effects | Ileum / metabolism | In Vitro Techniques | Male | Muscle Contraction / drug effects | Muscle, Smooth / drug effects | Muscle, Smooth / metabolism | Myenteric Plexus / drug effects | Myenteric Plexus / metabolism | Neurokinin B / pharmacology | Peptide Fragments / antagonists & inhibitors | Peptide Fragments / pharmacology | Receptors, Neurokinin-3 / agonists | Receptors, Serotonin / drug effects | Receptors, Serotonin / metabolism | Serotonin Antagonists / pharmacology | Serotonin Receptor Agonists / pharmacology | Substance P / analogs & derivatives | Substance P / antagonists & inhibitors | Substance P / pharmacology",,eng,,,,,,,,,,,,,,,high,mechanistic,targets,,target_variant,Ketanserin,5-HT2A receptor,,needs_external_id_lookup,{},"{""gene_symbol"": ""HTR2A""}",5-HT2A,1.0,Wiley,not_reported,,,,,
compound_unmapped,compound `Methysergide` did not match registry,Methysergide,5-HT1/2 receptor,,,,,,,,5-HT1/2 receptor,molecular_target,5-HT1/2 receptor,target,True,10.1111/j.1476-5381.1994.tb16176.x,On the nature of the 5‐HT receptor subtype inhibiting acetylcholine release in the guinea‐pig ileum,compound_target,not_applicable,not_applicable,antagonist,"Functional assay (contractile response, tritium overflow/acetylcholine release)",functional_activity,antagonist,Other,1.0,microM,not_applicable,Guinea-pig,Longitudinal muscle-myenteric plexus preparation from guinea-pig ileum,in_vitro,M.J. Ramírez; J. Del Río; E. Cenarruzabeitia; B. Lasheras,1994,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,"Methysergide, a 5-HT1/2 receptor antagonist, and mesulergine, a 5-HT2A/2B/2C receptor antagonist, (1 microM each), enhanced the contractile effect of the NK3 receptor agonist. ... methysergide, a 5-HT, 2 receptor antagonist and mesulergine, a 5-HT2A,2B/2C receptor antagonist, both at a 1 JAM concentration, enhanced the contractile effect of this NK3 receptor agonist (Figure 1 ). ... methysergide, 1 AM, and mesulergine, 1 AM, were able to increase markedly the 3H-efflux evoked by senktide. ... Methysergide I JAM 242.5 ± 20.1*",full_text_seen,mixed,"Abstract, C001, C006, T001",in_vitro_experiment,not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,British Journal of Pharmacology,journal-article,1994-09-01,0007-1188,1476-5381,"Acetylcholine / metabolism | Animals | Female | Guinea Pigs | Ileum / drug effects | Ileum / metabolism | In Vitro Techniques | Male | Muscle Contraction / drug effects | Muscle, Smooth / drug effects | Muscle, Smooth / metabolism | Myenteric Plexus / drug effects | Myenteric Plexus / metabolism | Neurokinin B / pharmacology | Peptide Fragments / antagonists & inhibitors | Peptide Fragments / pharmacology | Receptors, Neurokinin-3 / agonists | Receptors, Serotonin / drug effects | Receptors, Serotonin / metabolism | Serotonin Antagonists / pharmacology | Serotonin Receptor Agonists / pharmacology | Substance P / analogs & derivatives | Substance P / antagonists & inhibitors | Substance P / pharmacology",,eng,,,,,,,,,,,,,,,high,mechanistic,targets,,,Methysergide,5-HT1/2 receptor,,,{},{},,0.0,Wiley,not_reported,,,,,
compound_unmapped,compound `Mesulergine` did not match registry,Mesulergine,5-HT2A/2B/2C receptor,,,,,,,,5-HT2A/2B/2C receptor,molecular_target,5-HT2A/2B/2C receptor,target,True,10.1111/j.1476-5381.1994.tb16176.x,On the nature of the 5‐HT receptor subtype inhibiting acetylcholine release in the guinea‐pig ileum,compound_target,not_applicable,not_applicable,antagonist,"Functional assay (contractile response, tritium overflow/acetylcholine release)",functional_activity,antagonist,Other,1.0,microM,not_applicable,Guinea-pig,Longitudinal muscle-myenteric plexus preparation from guinea-pig ileum,in_vitro,M.J. Ramírez; J. Del Río; E. Cenarruzabeitia; B. Lasheras,1994,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,"Methysergide, a 5-HT1/2 receptor antagonist, and mesulergine, a 5-HT2A/2B/2C receptor antagonist, (1 microM each), enhanced the contractile effect of the NK3 receptor agonist. ... methysergide, a 5-HT, 2 receptor antagonist and mesulergine, a 5-HT2A,2B/2C receptor antagonist, both at a 1 JAM concentration, enhanced the contractile effect of this NK3 receptor agonist (Figure 1 ). ... methysergide, 1 AM, and mesulergine, 1 AM, were able to increase markedly the 3H-efflux evoked by senktide. ... Mesulergine I AM 269.9 ± 24.9*",full_text_seen,mixed,"Abstract, C001, C006, T001",in_vitro_experiment,not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,British Journal of Pharmacology,journal-article,1994-09-01,0007-1188,1476-5381,"Acetylcholine / metabolism | Animals | Female | Guinea Pigs | Ileum / drug effects | Ileum / metabolism | In Vitro Techniques | Male | Muscle Contraction / drug effects | Muscle, Smooth / drug effects | Muscle, Smooth / metabolism | Myenteric Plexus / drug effects | Myenteric Plexus / metabolism | Neurokinin B / pharmacology | Peptide Fragments / antagonists & inhibitors | Peptide Fragments / pharmacology | Receptors, Neurokinin-3 / agonists | Receptors, Serotonin / drug effects | Receptors, Serotonin / metabolism | Serotonin Antagonists / pharmacology | Serotonin Receptor Agonists / pharmacology | Substance P / analogs & derivatives | Substance P / antagonists & inhibitors | Substance P / pharmacology",,eng,,,,,,,,,,,,,,,high,mechanistic,targets,,,Mesulergine,5-HT2A/2B/2C receptor,,,{},{},,0.0,Wiley,not_reported,,,,,
entity_unmapped,graph entity `CaMKIIα` did not match registry,ketamine,CaMKIIα,,Ketamine,,,,,,extrasynaptic p-CaMKIIα level,molecular_target,CaMKIIα,target,True,10.1186/s12974-020-01843-z,Extrasynaptic CaMKIIα is involved in the antidepressant effects of ketamine by downregulating GluN2B receptors in an LPS-induced depression model,compound_target,LPS-induced depression model,not_reported,downregulator,western blotting,protein expression/phosphorylation,downregulator,,,,not_applicable,mice,hippocampus (extrasynaptic fractions),preclinical,Xiao-Hui Tang; Guang-Fen Zhang; Ning Xu; Gui-Fang Duan; Min Jia; Ru Liu; Zhi-Qiang Zhou; Jian-Jun Yang,2020,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,"In the extrasynaptic fractions of the hippocampus, ketamine administration reversed the elevated level of p-CaMKIIα induced by LPS injection (Fig. 3a ; interaction: LPS × ketamine, F 1,12 = 11.495, P < 0.05; LPS: F 1,12 = 5.710, P < 0.05; ketamine: F 1,12 = 5.604, P < 0.05).",full_text_seen,text,C020,in vivo experiment,National Natural Science Foundation of China,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,Journal of Neuroinflammation,journal-article,2020-06-10,1742-2094,1742-2094,"Animals | Antidepressive Agents / pharmacology | Calcium-Calmodulin-Dependent Protein Kinase Type 2 / metabolism | Depression / chemically induced | Depression / metabolism | Disease Models, Animal | Down-Regulation | Hippocampus / drug effects | Hippocampus / metabolism | Ketamine / pharmacology | Lipopolysaccharides / toxicity | Male | Mice | Mice, Inbred C57BL | Receptors, N-Methyl-D-Aspartate / metabolism",Antidepressant | CaMKIIα | Extrasynaptic | GluN2B | Ketamine,eng,,,,,,,,,,,,,,,medium,mechanistic,targets,label,,ketamine,CaMKIIα,needs_external_id_lookup,,{},{},,0.0,Springer Science and Business Media LLC,,National Natural Science Foundation of China,81503053 | 81571083,,,
entity_unmapped,graph entity `GluN2B` did not match registry,ketamine,GluN2B,,Ketamine,,,,,,extrasynaptic GluN2B level,molecular_target,GluN2B,target,True,10.1186/s12974-020-01843-z,Extrasynaptic CaMKIIα is involved in the antidepressant effects of ketamine by downregulating GluN2B receptors in an LPS-induced depression model,compound_target,LPS-induced depression model,not_reported,downregulator,western blotting,protein expression,downregulator,,,,not_applicable,mice,hippocampus (extrasynaptic fractions),preclinical,Xiao-Hui Tang; Guang-Fen Zhang; Ning Xu; Gui-Fang Duan; Min Jia; Ru Liu; Zhi-Qiang Zhou; Jian-Jun Yang,2020,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,"In the extrasynaptic fractions, ketamine administration reversed LPS-induced increase in the level of GluN2B (Fig. 4a ; interaction: LPS × ketamine, F 1,12 = 3.267, P > 0.05; LPS: F 1,12 = 7.045, P < 0.05; ketamine: F 1,12 = 5.224, P < 0.05).",full_text_seen,text,C021,in vivo experiment,National Natural Science Foundation of China,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,Journal of Neuroinflammation,journal-article,2020-06-10,1742-2094,1742-2094,"Animals | Antidepressive Agents / pharmacology | Calcium-Calmodulin-Dependent Protein Kinase Type 2 / metabolism | Depression / chemically induced | Depression / metabolism | Disease Models, Animal | Down-Regulation | Hippocampus / drug effects | Hippocampus / metabolism | Ketamine / pharmacology | Lipopolysaccharides / toxicity | Male | Mice | Mice, Inbred C57BL | Receptors, N-Methyl-D-Aspartate / metabolism",Antidepressant | CaMKIIα | Extrasynaptic | GluN2B | Ketamine,eng,,,,,,,,,,,,,,,medium,mechanistic,targets,label,,ketamine,GluN2B,needs_external_id_lookup,,{},{},,0.0,Springer Science and Business Media LLC,,National Natural Science Foundation of China,81503053 | 81571083,,,
entity_unmapped,graph entity `GluN2B` did not match registry,ketamine,GluN2B,,Ketamine,,,,,,extrasynaptic p-GluN2B level,molecular_target,GluN2B,target,True,10.1186/s12974-020-01843-z,Extrasynaptic CaMKIIα is involved in the antidepressant effects of ketamine by downregulating GluN2B receptors in an LPS-induced depression model,compound_target,LPS-induced depression model,not_reported,downregulator,western blotting,protein expression/phosphorylation,downregulator,,,,not_applicable,mice,hippocampus (extrasynaptic fractions),preclinical,Xiao-Hui Tang; Guang-Fen Zhang; Ning Xu; Gui-Fang Duan; Min Jia; Ru Liu; Zhi-Qiang Zhou; Jian-Jun Yang,2020,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,"In the extrasynaptic fractions, ketamine administration reversed LPS-induced increase in the level of p-GluN2B (Fig. 4b ; LPS: H = 8.824, P < 0.05; ketamine: H = 8.824, P < 0.05).",full_text_seen,text,C021,in vivo experiment,National Natural Science Foundation of China,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,Journal of Neuroinflammation,journal-article,2020-06-10,1742-2094,1742-2094,"Animals | Antidepressive Agents / pharmacology | Calcium-Calmodulin-Dependent Protein Kinase Type 2 / metabolism | Depression / chemically induced | Depression / metabolism | Disease Models, Animal | Down-Regulation | Hippocampus / drug effects | Hippocampus / metabolism | Ketamine / pharmacology | Lipopolysaccharides / toxicity | Male | Mice | Mice, Inbred C57BL | Receptors, N-Methyl-D-Aspartate / metabolism",Antidepressant | CaMKIIα | Extrasynaptic | GluN2B | Ketamine,eng,,,,,,,,,,,,,,,medium,mechanistic,targets,label,,ketamine,GluN2B,needs_external_id_lookup,,{},{},,0.0,Springer Science and Business Media LLC,,National Natural Science Foundation of China,81503053 | 81571083,,,
entity_unmapped,graph entity `CaMKIIα-GluN2B complex` did not match registry,ketamine,p-CaMKIIα-GluN2B interaction,,Ketamine,,,,,,interaction between p-CaMKIIα and GluN2B,molecular_target,CaMKIIα-GluN2B complex,target,True,10.1186/s12974-020-01843-z,Extrasynaptic CaMKIIα is involved in the antidepressant effects of ketamine by downregulating GluN2B receptors in an LPS-induced depression model,compound_target,LPS-induced depression model,not_reported,attenuator,immunoprecipitation,protein-protein interaction,attenuator,,,,not_applicable,mice,hippocampus (extrasynaptic fractions),preclinical,Xiao-Hui Tang; Guang-Fen Zhang; Ning Xu; Gui-Fang Duan; Min Jia; Ru Liu; Zhi-Qiang Zhou; Jian-Jun Yang,2020,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,"In addition, ketamine administration attenuated the enhancement of the interaction between p-CaMKIIα (interaction: LPS × ketamine, F 1,12 = 8.372, P < 0.05; LPS: F 1,12 = 8.207, P < 0.05; ketamine: F 1,12 = 16.954, P < 0.01) and GluN2B (interaction: LPS × ketamine, F 1,12 = 3.117, P > 0.05; LPS: F1 ,12 = 5.341, P < 0.05; ketamine: F1,12 = 9.571, P < 0.01) induced by LPS (Fig. 5b ).",full_text_seen,text,C022,in vivo experiment,National Natural Science Foundation of China,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,Journal of Neuroinflammation,journal-article,2020-06-10,1742-2094,1742-2094,"Animals | Antidepressive Agents / pharmacology | Calcium-Calmodulin-Dependent Protein Kinase Type 2 / metabolism | Depression / chemically induced | Depression / metabolism | Disease Models, Animal | Down-Regulation | Hippocampus / drug effects | Hippocampus / metabolism | Ketamine / pharmacology | Lipopolysaccharides / toxicity | Male | Mice | Mice, Inbred C57BL | Receptors, N-Methyl-D-Aspartate / metabolism",Antidepressant | CaMKIIα | Extrasynaptic | GluN2B | Ketamine,eng,,,,,,,,,,,,,,,medium,mechanistic,targets,label,,ketamine,CaMKIIα-GluN2B complex,needs_external_id_lookup,,{},{},,0.0,Springer Science and Business Media LLC,,National Natural Science Foundation of China,81503053 | 81571083,,,
compound_unmapped,compound `KN93` did not match registry,KN93,CaMKIIα,,,,,,,,"inhibitor of CaMKIIα, KN93",molecular_target,CaMKIIα,target,True,10.1186/s12974-020-01843-z,Extrasynaptic CaMKIIα is involved in the antidepressant effects of ketamine by downregulating GluN2B receptors in an LPS-induced depression model,compound_target,not_applicable,not_reported,inhibitor,,,inhibitor,,,,not_applicable,not_reported,not_reported,preclinical,Xiao-Hui Tang; Guang-Fen Zhang; Ning Xu; Gui-Fang Duan; Min Jia; Ru Liu; Zhi-Qiang Zhou; Jian-Jun Yang,2020,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,"To further determine the relationship between the activation of CaMKIIα and GluN2B in vivo, an inhibitor of CaMKIIα, KN93, was used in the present study.",full_text_seen,text,C023,in vivo experiment,National Natural Science Foundation of China,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,Journal of Neuroinflammation,journal-article,2020-06-10,1742-2094,1742-2094,"Animals | Antidepressive Agents / pharmacology | Calcium-Calmodulin-Dependent Protein Kinase Type 2 / metabolism | Depression / chemically induced | Depression / metabolism | Disease Models, Animal | Down-Regulation | Hippocampus / drug effects | Hippocampus / metabolism | Ketamine / pharmacology | Lipopolysaccharides / toxicity | Male | Mice | Mice, Inbred C57BL | Receptors, N-Methyl-D-Aspartate / metabolism",Antidepressant | CaMKIIα | Extrasynaptic | GluN2B | Ketamine,eng,,,,,,,,,,,,,,,medium,mechanistic,targets,,,KN93,CaMKIIα,,,{},{},,0.0,Springer Science and Business Media LLC,,National Natural Science Foundation of China,81503053 | 81571083,,,
