study_doi,notes,study_title,evidence_location,study_year,source,source_type,evidence_locator,authors,access_level,disorder,compound,openalex_id,evidence_level,study_design,system,population,outcome_type,outcome_measure,paper_type,result_direction,demoted_from,cleanup_bucket,recommended_action,cleanup_issues,original_row_index,demoted_at
10.1007/s00406-024-01913-w,Auto-generated stub from DOI queue,"Inflammatory cytokines, cortisol, and anhedonia in patients with treatment-resistant depression after consecutive infusions of low-dose esketamine",unknown,2024,doi,primary_study,"Metadata/title snippet: Inflammatory cytokines, cortisol, and anhedonia in patients with treatment-resistant depression after consecutive infusions of low-dose esketamine",Yue Wang; Qiongyao Yang; Chuanchuan Chen; Yitan Yao; Xiaoping Yuan; Kai Zhang,secondary_summary,Treatment-resistant depression,S-ketamine,,low,pending_curation,clinical,adults with treatment-resistant depression,reduces depressive symptoms,,other,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is other; source_type says primary_study but paper_type is weak; secondary_summary,142,2026-04-22T16:33:45.089824+00:00
10.1007/s12325-025-03149-z,Auto-generated stub from DOI queue; Manual-review title resolver: title matched low-evidence primary-study pattern,"A Real-World Study on the Use, Effectiveness, and Safety of Esketamine Nasal Spray in Patients with Treatment-Resistant Depression: INTEGRATE Study",unknown,2025,doi,primary_study,"Metadata/title snippet: A Real-World Study on the Use, Effectiveness, and Safety of Esketamine Nasal Spray in Patients with Treatment-Resistant Depression: INTEGRATE Study",Patricio Molero; Ángela Ibáñez; Javier de Diego-Adeliño; Josep Antoni Ramos‐Quiroga; Marta García Dorado; Paola María López Rengel; Pilar A. Sáiz,secondary_summary,Treatment-resistant depression,S-ketamine,,low,preclinical_study,preclinical,adults with treatment-resistant depression,reduces depressive symptoms,,primary_results,unclear,disorder,auto_demote,demote_from_main_kg,secondary_summary; secondary_summary,144,2026-04-22T16:33:45.089824+00:00
10.1016/j.ajp.2025.104413,Auto-generated stub from DOI queue,Oral ketamine for rapid reduction of suicidal ideation in major depressive disorder: A midazolam-controlled randomized clinical trial,unknown,2025,doi,primary_study,Metadata/title snippet: Oral ketamine for rapid reduction of suicidal ideation in major depressive disorder: A midazolam-controlled randomized clinical trial,Asif Seraj; Mohammed Reyazuddin; Rakesh Gaur; Chittaranjan Andrade,secondary_summary,Suicidal ideation,Ketamine,,high,randomized_controlled_trial,clinical,,improves clinical symptoms,,primary_results,positive,disorder,auto_demote,demote_from_main_kg,secondary_summary; secondary_summary,147,2026-04-22T16:33:45.089824+00:00
10.1016/j.eclinm.2024.102799,Auto-generated stub from DOI queue,"Effect of psilocybin versus escitalopram on depression symptom severity in patients with moderate-to-severe major depressive disorder: observational 6-month follow-up of a phase 2, double-blind, randomised, controlled trial",unknown,2024,doi,primary_study,Metadata/title snippet: Effect of psilocybin versus escitalopram on depression symptom severity in patients with moderate-to-severe major depressive disorder: observational 6,David Erritzøe; Tommaso Barba; Kyle T. Greenway; Roberta Murphy; Jonny Martell; Bruna Giribaldi; Christopher Timmermann; Ashleigh Murphy-Beiner; Michelle Baker Jones; David Nutt,secondary_summary,Major depressive disorder,Psilocybin,,high,randomized_controlled_trial,preclinical,adults with major depressive disorder,reduces depressive symptoms,,primary_results,positive,disorder,auto_demote,demote_from_main_kg,secondary_summary; secondary_summary,149,2026-04-22T16:33:45.089824+00:00
10.1016/j.jad.2022.09.083,Auto-generated stub from DOI queue,Cost-effectiveness of esketamine nasal spray compared to intravenous ketamine for patients with treatment-resistant depression in the US utilizing clinical trial efficacy and real-world effectiveness estimates,unknown,2022,doi,primary_study,Metadata/title snippet: Cost-effectiveness of esketamine nasal spray compared to intravenous ketamine for patients with treatment-resistant depression in the US utilizing cli,Madeline Brendle; Reid Robison; Daniel C. Malone,secondary_summary,Treatment-resistant depression,Ketamine,,low,pending_curation,clinical,adults with treatment-resistant depression,reduces depressive symptoms,,primary_results,positive,disorder,auto_demote,demote_from_main_kg,secondary_summary; secondary_summary,152,2026-04-22T16:33:45.089824+00:00
10.1016/j.jad.2023.01.005,Auto-generated stub from DOI queue,Antidepressant and anti-suicidal effects of ketamine in treatment-resistant depression associated with psychiatric and personality comorbidities: A double-blind randomized trial,unknown,2023,doi,primary_study,Metadata/title snippet: Antidepressant and anti-suicidal effects of ketamine in treatment-resistant depression associated with psychiatric and personality comorbidities: A do,Gellan K. Ahmed; Yasser M. Elserogy; Ghada Mohammad Abo Elfadl; K. Ghada Abdelsalam; Mostafa A. Sayed Ali,secondary_summary,Treatment-resistant depression,Ketamine,,high,randomized_controlled_trial,clinical,,reduces depressive symptoms,,primary_results,positive,disorder,auto_demote,demote_from_main_kg,secondary_summary; secondary_summary,153,2026-04-22T16:33:45.089824+00:00
10.1016/j.jad.2024.09.038,Auto-generated stub from DOI queue,"Efficacy and safety of esketamine versus propofol in electroconvulsive therapy for treatment-resistant depression: A randomized, double-blind, controlled, non-inferiority trial",unknown,2024,doi,primary_study,"Metadata/title snippet: Efficacy and safety of esketamine versus propofol in electroconvulsive therapy for treatment-resistant depression: A randomized, double-blind, control",Qing-Bin Zeng; D. Zou; Xingbing Huang; Dewei Shang; Xiong Huang; Xin-Hu Yang; Yu-Ping Ning; Lloyd Balbuena; Yu‐Tao Xiang; Wei Zheng,secondary_summary,Treatment-resistant depression,S-ketamine,,high,randomized_controlled_trial,clinical,,reduces depressive symptoms,,primary_results,positive,disorder,auto_demote,demote_from_main_kg,secondary_summary; secondary_summary,154,2026-04-22T16:33:45.089824+00:00
10.1016/j.jad.2024.09.141,Auto-generated stub from DOI queue,Repeated subcutaneous esketamine on treatment-resistant depression: An open-label dose titration study,unknown,2024,doi,primary_study,Metadata/title snippet: Repeated subcutaneous esketamine on treatment-resistant depression: An open-label dose titration study,Fernanda Palhano-Fontes; Patrícia Cavalcanti-Ribeiro; Kaike Thiê da Costa Gonçalves; Victor Rocha Nóbrega de Almeida; D. Barbosa; Marcos André de Araújo Ferreira; Raynara Bolcont; Lara Carvalho Araújo Melo De Souza; Nestor Caetano dos Santos; Eduardo Igor Torquato Cardoso Lopes,secondary_summary,Treatment-resistant depression,S-ketamine,,medium,open_label_trial,preclinical,,reduces depressive symptoms,,primary_results,positive,disorder,auto_demote,demote_from_main_kg,secondary_summary; secondary_summary,155,2026-04-22T16:33:45.089824+00:00
10.1016/j.jpsychires.2024.03.002,Auto-generated stub from DOI queue,"Oral prolonged-release ketamine in treatment-resistant depression - A double-blind randomized placebo-controlled multicentre trial of KET01, a novel ketamine formulation – Clinical and safety results",unknown,2024,doi,primary_study,"Metadata/title snippet: Oral prolonged-release ketamine in treatment-resistant depression - A double-blind randomized placebo-controlled multicentre trial of KET01, a novel k",Michael Colla; Benjamin Offenhammer; Hanne Scheerer; Golo Kronenberg; Stefan Vetter; Jochen Mutschler; Thorsten Mikoteit; Anna Bankwitz; Atalìa Adank; Linda Schaekel,secondary_summary,Treatment-resistant depression,Ketamine,,high,randomized_controlled_trial,clinical,,reduces depressive symptoms,,primary_results,positive,disorder,auto_demote,demote_from_main_kg,secondary_summary; secondary_summary,156,2026-04-22T16:33:45.089824+00:00
10.1016/j.psychres.2024.115829,Auto-generated stub from DOI queue,Change in neurocognitive functioning in patients with treatment-resistant depression with serial intravenous ketamine infusions: The Bio-K multicenter trial,unknown,2024,doi,primary_study,Metadata/title snippet: Change in neurocognitive functioning in patients with treatment-resistant depression with serial intravenous ketamine infusions: The Bio-K multicenter,Balwinder Singh; Sagar V. Parikh; Jennifer L. Vande Voort; Vanessa Pazdernik; Eric D. Achtyes; Fernando S. Goes; Anastasia K. Yocum; Louis Nykamp; Alexis Becerra; LeAnn Smart,secondary_summary,Treatment-resistant depression,Ketamine,,low,pending_curation,clinical,adults with treatment-resistant depression,reduces depressive symptoms,,other,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is other; source_type says primary_study but paper_type is weak; secondary_summary,159,2026-04-22T16:33:45.089824+00:00
10.1016/j.psychres.2024.116125,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,IN Esketamine and IV Ketamine: Results of a multi-site observational study assessing the effectiveness and tolerability of two novel therapies for treatment-resistant depression,abstract,2024,doi,primary_study,Abstract snippet: Intravenous (IV) ketamine and intranasal (IN) esketamine are novel therapies to manage treatment resistant depression within major depressive disorder (MDD-TRD). This is,Gilmar Gutiérrez; Jennifer Swainson; Nisha Ravindran; Raymond W. Lam; Peter Giacobbe; Ganapathy Karthikeyan; Annette Kowara; André Do; Anusha Baskaran; Sean M. Nestor,abstract_only,Treatment-resistant depression,S-ketamine,,low,observational_study,preclinical,adults with treatment-resistant depression,reduces depressive symptoms,MADRS,other,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is other; source_type says primary_study but paper_type is weak; abstract_only,160,2026-04-22T16:33:45.089824+00:00
10.1021/acsptsci.5c00094,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,Psychedelics and Eating Disorders: Exploring the Therapeutic Potential for Anorexia Nervosa and Beyond,abstract,2025,doi,primary_study,"Abstract snippet: Anorexia nervosa (AN) is a severe psychiatric disorder characterized by extreme food restriction, an intense fear of weight gain, and a distorted body image, leading to s",Shuai Hu; Cong Lin; Hongshuang Wang; Xiaohui Wang,abstract_only,Anorexia nervosa,Psilocybin,,low,preclinical_study,preclinical,adults with anorexia nervosa,improves clinical symptoms,,other,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is other; source_type says primary_study but paper_type is weak; abstract_only,166,2026-04-22T16:33:45.089824+00:00
10.1038/s41598-024-58318-x,Auto-generated stub from DOI queue; Full-text PDF autofill for disorder fields,Psychological flexibility as a mechanism of change in psilocybin-assisted therapy for major depression: results from an exploratory placebo-controlled trial,mixed,2024,doi,primary_study,Metadata/title snippet: Psychological flexibility as a mechanism of change in psilocybin-assisted therapy for major depression: results from an exploratory placebo-controlled,Jordan Sloshower; Richard J. Zeifman; Jeffrey Guss; Robert Krause; Hamideh Safi-Aghdam; Surbhi Pathania; Brian Pittman; Deepak Cyril D’Souza,full_text_seen,Major depressive disorder,Psilocybin,,low,preclinical_study,preclinical,adults with major depressive disorder,reduces depressive symptoms,HAM-D,other,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is other; source_type says primary_study but paper_type is weak,175,2026-04-22T16:33:45.089824+00:00
10.1038/s44220-024-00298-y,Auto-generated stub from DOI queue; Full-text PDF autofill for disorder fields,Different hierarchical reconfigurations in the brain by psilocybin and escitalopram for depression,mixed,2024,doi,primary_study,Metadata/title snippet: Different hierarchical reconfigurations in the brain by psilocybin and escitalopram for depression,Gustavo Deco; Yonatan Sanz Perl; Samuel Johnson; Niamh Bourke; Robin Carhart‐Harris; Morten L. Kringelbach,full_text_seen,Major depressive disorder,Psilocybin,,low,preclinical_study,preclinical,adolescents with major depressive disorder,reduces depressive symptoms,BDI,other,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is other; source_type says primary_study but paper_type is weak,176,2026-04-22T16:33:45.089824+00:00
10.1056/NEJMoa2304145,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,Esketamine Nasal Spray versus Quetiapine for Treatment-Resistant Depression,abstract,2023,doi,primary_study,"Abstract snippet: In patients with treatment-resistant depression, esketamine nasal spray plus an SSRI or SNRI was superior to extended-release quetiapine plus an SSRI or SNRI with respect",Andreas Reif; István Bitter; Jozefien Buyze; Kerstin Cebulla; Richard Frey; Dong‐Jing Fu; Tetsuro Ito; Yerkebulan Kambarov; Pierre‐Michel Llorca; Albino J. Oliveira‐Maia,abstract_only,Treatment-resistant depression,S-ketamine,,low,pending_curation,clinical,adults with treatment-resistant depression,reduces depressive symptoms,,other,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is other; source_type says primary_study but paper_type is weak; abstract_only,178,2026-04-22T16:33:45.089824+00:00
10.1080/03007995.2024.2380743,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,Understanding profiles of patients with treatment-resistant depression by stringency of health plan prior authorization criteria for approval of esketamine nasal spray,abstract,2024,doi,primary_study,"Abstract snippet: Regardless of health plan stringency, on average, patients exceeded US label-mandated number of antidepressant trials before esketamine initiation, which questions the ne",Lisa Harding; Maryia Zhdanava; Aditi Shah; Jacqueline Pesa; Todor Totev; Anabelle Tardif‐Samson; Dominic Pilon; Kruti Joshi,abstract_only,Treatment-resistant depression,S-ketamine,,low,pending_curation,clinical,adults with treatment-resistant depression,reduces depressive symptoms,,other,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is other; source_type says primary_study but paper_type is weak; abstract_only,180,2026-04-22T16:33:45.089824+00:00
10.1093/9780197675212.003.0027,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,The Potential of Psychedelics in the Treatment of Eating Disorders,abstract,2025,doi,primary_study,"Abstract snippet: Abstract Psychedelic-assisted therapies are emerging as novel treatments of interest for a range of mental health issues, including eating disorders such as anorexia nerv",Natalie Gukasyan; Samantha Hilbert; Ángela S. Guarda,abstract_only,Anorexia nervosa,Psilocybin,,low,pending_curation,clinical,,improves clinical symptoms,,other,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is other; source_type says primary_study but paper_type is weak; abstract_only,186,2026-04-22T16:33:45.089824+00:00
10.1093/med/9780192863607.003.0005,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,Lysergic acid diethylamide: In search of the wonder drug,abstract,2023,doi,primary_study,"Abstract snippet: Abstract Lysergic acid diethylamide (LSD) is a potent perception-altering chemical. Since the discovery of its effects almost eighty years ago, LSD has been revered and d",Mihai Avram; Felix Müller; Stefan Borgwardt,abstract_only,Cluster headache,LSD,,low,preclinical_study,preclinical,,improves clinical symptoms,,other,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is other; source_type says primary_study but paper_type is weak; abstract_only,199,2026-04-22T16:33:45.089824+00:00
10.1093/sw/swae019,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,At the Forefront: Social Workers’ Role in Psilocybin Treatment for Depression and Substance Misuse,abstract,2024,doi,primary_study,Abstract snippet: Abstract This article underscores the critical role of social workers in harnessing the potential therapeutic benefits of psilocybin for treating major depressive disorde,Claire Parker; Bethany Wood,abstract_only,Substance use disorder,Psilocybin,,low,preclinical_study,preclinical,,improves clinical symptoms,,other,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is other; source_type says primary_study but paper_type is weak; abstract_only,200,2026-04-22T16:33:45.089824+00:00
10.1101/2024.01.09.24300998,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for disorder fields,Esketamine-induced post-traumatic stress disorder flashbacks during treatment-resistant depression indication: is it just a side effect?,table,2024,doi,primary_study,Abstract snippet: ABSTRACT Background Posttraumatic stress disorder (PTSD) is a severe and frequent affection that is highly comorbid to major depressive disorder. Comorbid PTSD and depres,Maud Rothärmel; Lila Mékaoui; François Kazour; Morgane Herrero; Eva-Maria Beetz-Lobono; Aistė Lengvenytė; Jérôme Holtzmann; P Raynaud; Macarena Cuenca; Samuel Bulteau,full_text_seen,Treatment-resistant depression,S-ketamine,,low,preclinical_study,preclinical,adults with treatment-resistant depression,reduces depressive symptoms,MADRS,other,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is other; source_type says primary_study but paper_type is weak; full_text_seen still points to abstract snippet,211,2026-04-22T16:33:45.089824+00:00
10.1111/bdi.13296,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,Treating bipolar depression with esketamine: Safety and effectiveness data from a naturalistic multicentric study on esketamine in bipolar versus unipolar <scp>treatment‐resistant</scp> depression,abstract,2023,doi,primary_study,"Abstract snippet: Abstract Background Bipolar depression accounts for most of the disease duration in type I and type II bipolar disorder (BD), with few treatment options, often poorly tol",Giovanni Martinotti; Bernardo Dell’Osso; Giorgio Di Lorenzo; Giuseppe Maina; Alessandro Bertolino; Massimo Clerici; Sergio Barlati; Gianluca Rosso; Marco Di Nicola; Matteo Marcatili,abstract_only,Treatment-resistant depression,S-ketamine,,low,preclinical_study,preclinical,adults with treatment-resistant depression,no significant change in depressive symptoms,MADRS,other,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is other; source_type says primary_study but paper_type is weak; abstract_only,216,2026-04-22T16:33:45.089824+00:00
10.1111/bph.70088,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,"Psychedelics, entactogens and psychoplastogens for depression and related disorders",abstract,2025,doi,primary_study,"Abstract snippet: Currently, the most actively investigated rapidly acting antidepressants, anxiolytics and/or anti PTSD agents, include psychedelics e.g. psilocybin, LSD, N , N ‐dimethylt",Daniël Hoyer,abstract_only,Major depressive disorder,Ayahuasca,,low,pending_curation,clinical,,reduces depressive symptoms,,other,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is other; source_type says primary_study but paper_type is weak; abstract_only,217,2026-04-22T16:33:45.089824+00:00
10.1177/02698811231154852,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,"Psilocybin-assisted therapy for major depressive disorder: An exploratory placebo-controlled, fixed-order trial",abstract,2023,doi,primary_study,Abstract snippet: Background: Several early phase studies have demonstrated that psilocybin-assisted therapy has rapid-acting and persisting antidepressant effects from just one or two dos,Jordan Sloshower; Patrick D. Skosnik; Hamideh Safi-Aghdam; Surbhi Pathania; Shariful A. Syed; Brian Pittman; Deepak Cyril D’Souza,abstract_only,Major depressive disorder,Psilocybin,,low,preclinical_study,preclinical,,no significant change in depressive symptoms,,other,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is other; source_type says primary_study but paper_type is weak; abstract_only,231,2026-04-22T16:33:45.089824+00:00
10.1177/02698811241237873,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,The pharmacokinetics and pharmacodynamics of ibogaine in opioid use disorder patients,abstract,2024,doi,primary_study,Abstract snippet: Objective: Ibogaine is a hallucinogenic drug that may be used to treat opioid use disorder (OUD). The relationships between pharmacokinetics (PKs) of ibogaine and its met,Thomas Knuijver; Rob ter Heine; Arnt Schellekens; Paniz Heydari; Luc Lucas; Sjoerd Westra; Maarten Belgers; Toon van Oosteren; Robbert J. Verkes; Cornelis Kramers,abstract_only,Opioid use disorder,Ibogaine,,low,preclinical_study,preclinical,adults with opioid use disorder,improves clinical symptoms,,other,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is other; source_type says primary_study but paper_type is weak; abstract_only,232,2026-04-22T16:33:45.089824+00:00
10.1186/s43045-023-00369-3,Auto-generated stub from DOI queue; Full-text PDF autofill for disorder fields,Management of treatment-resistant depression with esketamine nasal spray: clinical questions for daily practice in Gulf Cooperation Council countries,mixed,2023,doi,primary_study,Metadata/title snippet: Management of treatment-resistant depression with esketamine nasal spray: clinical questions for daily practice in Gulf Cooperation Council countries,Nahida Nayaz Ahmed; Faisal Albishi; Suhail Ahmad Khan; Ammar Alsayegh; Émmanuel Stip; Samer Makhoul,full_text_seen,Treatment-resistant depression,S-ketamine,,low,preclinical_study,preclinical,adults with treatment-resistant depression,reduces depressive symptoms,MADRS,other,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is other; source_type says primary_study but paper_type is weak,242,2026-04-22T16:33:45.089824+00:00
10.1192/j.eurpsy.2023.272,Auto-generated stub from DOI queue,"Esketamine nasal spray shows higher remission and response rates over 32 weeks of treatment compared with quetiapine extended-release in patients with treatment resistant depression: Results from ESCAPE-TRD, a randomised, phase IIIb clinical trial",unknown,2023,doi,primary_study,Unspecified,L. Samalin; L. Mekaoui; M. Rotharmel; P. D. Maricourt; M. Codet; E. G. Wattinne; A. Reif; A. E. A. I. L. Y. Ğ. C. I. O. Ğ. lu; A. Luts; T. Messer,secondary_summary,Treatment-resistant depression,S-ketamine,,low,preclinical_study,preclinical,adults with treatment-resistant depression,reduces depressive symptoms,,primary_results,positive,disorder,auto_demote,demote_from_main_kg,secondary_summary; secondary_summary,246,2026-04-22T16:33:45.089824+00:00
10.18553/jmcp.2025.24240,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,Impact of social determinants of health on esketamine nasal spray initiation among patients with treatment-resistant depression in the United States,abstract,2024,doi,primary_study,"Abstract snippet: Disparities in esketamine nasal spray initiation were observed based on education, income, and gender highlighting a potential health equity gap.",Kristin K. Clemens; Maryia Zhdanava; Amanda Teeple; Arthur Voegel; Kruti Joshi; Aditi Shah; Cindy Chen; Dominic Pilon,abstract_only,Treatment-resistant depression,S-ketamine,,low,pending_curation,clinical,adults with treatment-resistant depression,reduces depressive symptoms,,other,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is other; source_type says primary_study but paper_type is weak; abstract_only,251,2026-04-22T16:33:45.089824+00:00
10.2139/ssrn.4107711,Auto-generated stub from DOI queue,"Efficacy and Safety of Repeated Subcutaneous Ketamine Injections for Treatment Resistant Depression - The KADS Study: A Randomised, Double-Blind, Comparator-Controlled Trial",unknown,2022,doi,primary_study,"Metadata/title snippet: Efficacy and Safety of Repeated Subcutaneous Ketamine Injections for Treatment Resistant Depression - The KADS Study: A Randomised, Double-Blind, Comp",Colleen Loo; Nick Glozier; Dávid Barton; Bernhard T. Baune; Natalie Mills; Paul B. Fitzgerald; Paul Glue; Shanthi Sarma; Verònica Gálvez-Ortiz; Dušan Hadži-Pavlović,secondary_summary,Treatment-resistant depression,Ketamine,,high,randomized_controlled_trial,preclinical,,reduces depressive symptoms,,primary_results,positive,disorder,auto_demote,demote_from_main_kg,secondary_summary; secondary_summary,255,2026-04-22T16:33:45.089824+00:00
10.2174/011570159x337670241029062524,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,Esketamine Treatment Trajectory of Patients with Treatment-Resistant Depression in the Mid and Long-Term Run: Data from REAL-ESK Study Group,abstract,2025,doi,primary_study,Abstract snippet: Introduction/Objective: Data on long-term treatment with Esketamine Nasal Spray (ESKNS) in real-world patients with treatment resistant depression (TRD) is scarce. The pr,Gianluca Rosso; Giacomo d’Andrea; Sergio Barlati; Marco Di Nicola; Ileana Andriola; Matteo Marcatili; Vassilis Martiadis; Miriam Olivola; Stefania Di Mauro; Gabriele Di Salvo,abstract_only,Treatment-resistant depression,S-ketamine,,low,observational_study,observational,adults with treatment-resistant depression,reduces depressive symptoms,,other,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is other; source_type says primary_study but paper_type is weak; abstract_only,257,2026-04-22T16:33:45.089824+00:00
10.3389/fpsyt.2023.1123424,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for disorder fields,Exploring psilocybin-assisted psychotherapy in the treatment of methamphetamine use disorder,text,2023,doi,primary_study,"Abstract snippet: Methamphetamine use disorder is a chronic relapsing condition associated with substantial mental, physical, and social harms and increasing rates of mortality. Contingenc",Jonathan Brett; Elizabeth Knock; P. Todd Korthuis; Paul Liknaitzky; Kevin S. Murnane; Christopher R. Nicholas; James C. Patterson; Christopher S. Stauffer,full_text_seen,Methamphetamine use disorder,Psilocybin,,low,preclinical_study,preclinical,adults with methamphetamine use disorder,improves clinical symptoms,Percent heavy drinking days,other,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is other; source_type says primary_study but paper_type is weak; full_text_seen still points to abstract snippet,266,2026-04-22T16:33:45.089824+00:00
10.3389/fpsyt.2025.1726818.s001,Auto-generated stub from DOI queue,"Table 1_Acute and post-dosing effects of single-dose psilocybin for obsessive-compulsive disorder in a randomized, double-blind, placebo-controlled trial: an interpretative phenomenological analysis.docx",unknown,2025,doi,primary_study,Unspecified,T. H. W. Ching (22819328); B. Stahnke (22819331); S. Shnayder (22819334); G. Agin-Liebes (22819337); T. G. Adams (22819340); L. Amoroso (22819343); O. Baiz (22819346); A. Belser (22819349); C. Bohner (22819352); M. Burke (22819355),secondary_summary,Obsessive-compulsive disorder,Psilocybin,,high,randomized_controlled_trial,clinical,,improves clinical symptoms,,primary_results,positive,disorder,auto_demote,demote_from_main_kg,secondary_summary; secondary_summary,271,2026-04-22T16:33:45.089824+00:00
10.61373/pp024k.0031,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,Stephanie Knatz Peck: Novel and innovative treatment for eating disorders,abstract,2024,doi,primary_study,"Abstract snippet: Dr. Stephanie Knatz Peck, Ph.D., is a practicing clinical psychologist and Associate Clinical Professor of Psychiatry at the University of California, San Diego (UCSD). H",Stéphanie Knatz Peck,abstract_only,Anorexia nervosa,Psilocybin,,low,preclinical_study,preclinical,adolescents with anorexia nervosa,improves clinical symptoms,,other,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is other; source_type says primary_study but paper_type is weak; abstract_only,285,2026-04-22T16:33:45.089824+00:00
10.1007/978-981-19-7376-5_21,Auto-generated stub from DOI queue,The Glutamatergic System in Treatment-Resistant Depression and Comparative Effectiveness of Ketamine and Esketamine: Role of Inflammation?,unknown,2023,doi,primary_study,Metadata/title snippet: The Glutamatergic System in Treatment-Resistant Depression and Comparative Effectiveness of Ketamine and Esketamine: Role of Inflammation?,Angelos Halaris; John Cook,secondary_summary,Treatment-resistant depression,S-ketamine,,low,preclinical_study,preclinical,,reduces depressive symptoms,,other,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is other; source_type says primary_study but paper_type is weak; secondary_summary,290,2026-04-22T16:33:45.089824+00:00
10.1007/s00216-023-04556-3,Auto-generated stub from DOI queue,Understanding ayahuasca effects in major depressive disorder treatment through in vitro metabolomics and bioinformatics,unknown,2023,doi,primary_study,Metadata/title snippet: Understanding ayahuasca effects in major depressive disorder treatment through in vitro metabolomics and bioinformatics,Flávia da Silva Zandonadi; Alex Silva; Aline A. S. Melo; Raffaela Silvestre Ignarro; Taynara Simão Matos; Emerson A. F. dos Santos; Luidy Darllan Barbosa; Alexandre Leite Rodrigues de Oliveira; Andréia M. Porcari; Alessandra Sussulini,secondary_summary,Major depressive disorder,Ayahuasca,,low,pending_curation,unknown,,reduces depressive symptoms,,other,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is other; source_type says primary_study but paper_type is weak; secondary_summary,291,2026-04-22T16:33:45.089824+00:00
10.1007/s00508-024-02358-w,Auto-generated stub from DOI queue,Perspectives in treatment-resistant depression: esketamine and electroconvulsive therapy,unknown,2024,doi,primary_study,Metadata/title snippet: Perspectives in treatment-resistant depression: esketamine and electroconvulsive therapy,P. Baldinger; Marie Spies; Ina Bozic; Siegfried Kasper; Dan Rujescu; Richard Frey,secondary_summary,Treatment-resistant depression,S-ketamine,,low,pending_curation,unknown,,reduces depressive symptoms,,other,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is other; source_type says primary_study but paper_type is weak; secondary_summary,292,2026-04-22T16:33:45.089824+00:00
10.1007/s11916-023-01150-1,Auto-generated stub from DOI queue,"Ketamine for Chronic Pain and Mental Health: Regulations, Legalities, and the Growth of Infusion Clinics",unknown,2023,doi,primary_study,"Metadata/title snippet: Ketamine for Chronic Pain and Mental Health: Regulations, Legalities, and the Growth of Infusion Clinics",Andrew Bloomfield; Norine W. Chan; Leah Fryml; Reuben Horace; Srinivas Pyati,secondary_summary,Chronic pain,Ketamine,,low,pending_curation,unknown,,improves clinical symptoms,,other,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is other; source_type says primary_study but paper_type is weak; secondary_summary,293,2026-04-22T16:33:45.089824+00:00
10.1016/j.bionps.2024.100104,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,Benefits and risks of esketamine nasal spray continuation in treatment-resistant depression,abstract,2024,doi,primary_study,Metadata/title snippet: Benefits and risks of esketamine nasal spray continuation in treatment-resistant depression,Maxwell Zachary Price; Richard L. Price,abstract_only,Treatment-resistant depression,S-ketamine,,low,preclinical_study,preclinical,adults with treatment-resistant depression,reduces depressive symptoms,,other,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is other; source_type says primary_study but paper_type is weak; abstract_only,294,2026-04-22T16:33:45.089824+00:00
